iteration,x1,x2,x3,x4,x5
31,5.362886853693885e14,7.034870121334451e13,5.9259380023226984e13,2.904933824226164e12,1.9942887741986094e12
32,5.362886853693885e14,7.034870121334451e13,4.574729720663683e13,1.3981556498053484e6,3.648384978966631e13
33,5.362886853693885e14,7.034870121334451e13,3.4958610265915633e13,1.10193641790656e6,3.888590107486464e13
34,5.362886853693885e14,7.034870121334451e13,1.6234158157918672e13,3.4677849640366938e13,1.814683242762673e7
35,5.362886853693885e14,7.034870121334451e13,1.625479495589521e13,988271.5085283625,1.9747843156528836e13
36,5.362886853693885e14,7.034870121334451e13,3.575217287763293e13,3.158371755365617e12,3.4741565836985875e13
37,5.362886853693885e14,7.034870121334451e13,4.4055826478458016e13,1.1448134847065164e6,3.3589136175752234e13
38,5.362886853693885e14,7.034870121334451e13,1.797537187004479e13,1.0916039209610866e6,3.7402439784642734e13
39,5.362886853693885e14,7.034870121334451e13,4.231119175624296e13,874130.6881571407,3.2681315781856836e13
40,3.5380015575176056e14,7.034870121334451e13,5.769444361819036e13,1.6017755600579626e11,1.2640838601020074e8
41,3.5380015575176056e14,7.034870121334451e13,1.5682337499855812e13,1.0952063945283875e10,278338.3101516516
42,3.5380015575176056e14,7.034870121334451e13,4.36826330606812e13,824439.9875214389,670242.938593884
43,3.5380015575176056e14,7.034870121334451e13,4.152534249211436e13,5.1167767870398125e12,1.1113377776502096e6
44,3.5380015575176056e14,7.034870121334451e13,3.056935180792346e13,7.30991919060718e13,453406.01291274175
45,3.5380015575176056e14,7.034870121334451e13,3.469487722334379e13,2.0901475273770056e11,302033.522838428
46,3.5380015575176056e14,7.034870121334451e13,1.6285191663162977e13,2.2387674035699658e11,256781.4979153981
47,3.5380015575176056e14,7.034870121334451e13,3.837864832335681e13,6.457712255845417e13,468520.7463114429
48,3.5380015575176056e14,7.034870121334451e13,4.008562343749077e13,1.6029485242111068e13,753345.7498799916
49,3.5380015575176056e14,7.034870121334451e13,5.994472862840115e13,601299.0539244706,326330.144853767
50,3.5380015575176056e14,7.034870121334451e13,5.926527386208477e13,2.304303474695517e10,752221.1227745553
51,3.5380015575176056e14,7.034870121334451e13,1.564346596888554e13,5.415374704842041e10,654314.9096586521
52,3.5380015575176056e14,7.034870121334451e13,3.559468985966125e13,1.283277211192627e9,889498.8897395241
53,3.5380015575176056e14,7.034870121334451e13,3.6747816599566e13,1.1816323443492127e13,425680.58664756967
54,3.5380015575176056e14,7.034870121334451e13,5.9023832237737664e13,2.2721912855967938e13,1.8496466166474046e6
55,3.5380015575176056e14,7.034870121334451e13,3.4581267498384688e13,1.6489957231953955e11,846984.4920671652
56,3.5380015575176056e14,7.034870121334451e13,3.5177447977018617e13,954599.450322941,1.1174041210829688e11
57,3.5380015575176056e14,7.034870121334451e13,1.6199089434626828e13,1.0639897185959473e10,557267.2057151548
58,3.5380015575176056e14,7.034870121334451e13,1.5386814650312148e13,7.088048316699367e12,249773.92383975128
59,3.5380015575176056e14,7.034870121334451e13,1.4693305149062031e13,924437.1556311878,807966.6695515243
60,2.886833296062901e14,4.307155234863735e13,1.919879952211068e13,1.0513905206074337e6,437997.9064276484
61,2.886833296062901e14,4.307155234863735e13,1.7420161875626527e13,2.7654192392470703e10,288541.72494511167
62,2.886833296062901e14,4.307155234863735e13,1.5877366396616418e13,6.034396157433652e12,281517.29322966916
63,2.886833296062901e14,4.307155234863735e13,9.123848139995715e12,1.4332172019030867e13,267178.09806880774
64,2.886833296062901e14,4.307155234863735e13,4.695700338455309e13,766576.1768499678,518612.3412478096
65,2.886833296062901e14,4.307155234863735e13,1.578586931569375e13,9.258629831863562e10,344156.43288532994
66,2.886833296062901e14,4.307155234863735e13,2.7581219318778742e13,2.1642383223856036e6,959024.7559992773
67,2.886833296062901e14,4.307155234863735e13,1.6056680798129234e13,1.0699407353120654e11,409672.6043251514
68,2.886833296062901e14,4.307155234863735e13,2.724218364655628e13,6.465131960041031e12,421160.88402035285
69,2.886833296062901e14,4.307155234863735e13,2.709850675738657e13,758913.4660698799,641405.0314488574
70,2.886833296062901e14,4.307155234863735e13,9.032927108450918e12,4.180846196582715e10,283648.1752846554
71,2.886833296062901e14,4.307155234863735e13,9.032927108879426e12,4.0297648418103125e12,242816.16719225305
72,2.886833296062901e14,4.307155234863735e13,2.703538356681604e13,706729.8232422206,640268.1020368417
73,2.886833296062901e14,4.307155234863735e13,9.033952895148973e12,1.0565401972712935e6,1.8503679233604604e6
74,2.886833296062901e14,4.307155234863735e13,1.9002031428542094e13,1.0624999753716807e6,824206.1400364535
75,2.886833296062901e14,4.307155234863735e13,1.892204495104215e13,1.1095150328161804e11,246051.14695796522
76,2.886833296062901e14,4.3071552348637336e13,1.5257673852390156e13,4.172784999242883e12,415940.53310892207
77,2.886833296062901e14,4.3071552348637336e13,1.408474831057857e13,502950.835138357,249737.129698279
78,2.886833296062901e14,4.3071552348637336e13,1.8938874249818035e13,5.575030022828664e12,732040.4449480786
79,2.886833296062901e14,4.3071552348637336e13,9.032712390792668e12,6.026658491345346e6,283656.0697387306
80,1.5856782353351697e14,4.3071552348637336e13,4.960801406164484e13,566145.9427544083,367429.0801177332
81,1.5856782353351697e14,4.3071552348637336e13,9.039203862813094e12,2.1661286123354248e10,357112.812765024
82,1.5856782353351697e14,4.3071552348637336e13,1.4092819206661465e13,7.155861363608828e11,262199.9099863004
83,1.5856782353351697e14,4.3071552348637336e13,2.6672318095462004e13,726899.6118231458,312156.07676026644
84,1.5856782353351697e14,4.3071552348637336e13,2.6515583621184234e13,7.186206698488452e10,810111.2050743767
85,1.5856782353351697e14,4.3071552348637336e13,2.7007997246630105e13,919527.0656638164,496964.1117094476
86,1.5856782353351697e14,4.3071552348637336e13,4.8482745179026e13,1.940390551790636e6,1.7383853631955236e6
87,1.5856782353351697e14,4.3071552348637336e13,1.4092819066226555e13,2.6501205844168836e13,425096.29980778275
88,1.5856782353351697e14,4.3071552348637336e13,1.4078767981675105e13,3.2544582182798266e7,240034.55228258367
89,1.5856782353351697e14,4.3071552348637336e13,4.730593717626002e13,2.3670074567584062e13,644240.7218602217
90,1.5856782353351697e14,4.3071552348637336e13,8.978852968592578e12,5.402785340880871e6,808149.8719519074
91,1.5856782353351697e14,4.3071552348637336e13,2.636704080289638e13,1.683961450345464e6,238027.52934090406
92,1.5856782353351697e14,4.3071552348637336e13,1.4096633644087414e13,929366.1493656375,267459.5219218817
93,1.5856782353351697e14,4.3071552348637336e13,1.8890832474394395e13,1.2754633541884303e7,238184.89723546137
94,1.5856782353351697e14,4.3071552348637336e13,1.4104554893451656e13,995957.6663948545,307439.6214833192
95,1.5856782353351697e14,4.3071552348637336e13,1.4094526455210777e13,2.5093957963274996e13,432019.7080756712
96,1.5856782353351697e14,4.3071552348637336e13,8.98831145143604e12,852543.3709722054,671049.6106103691
97,1.5856782353351697e14,4.3071552348637336e13,1.4055832935299766e13,744728.267157377,492388.8052306287
98,1.5856782353351697e14,4.3071552348637336e13,1.968492999290864e13,520371.4814055469,258896.42010283837
99,1.5856782353351697e14,4.3071552348637336e13,2.636061308550365e13,723282.2582238339,253015.00886912752
100,1.5523202334076688e14,2.357521775955043e13,1.1715074507615027e13,1.1825856085143066e10,304081.2088234537
101,1.5523202334076688e14,2.357521775955043e13,996159.7187509055,474552.9189916186,250325.31887593056
102,1.5523202334076688e14,2.357521775955043e13,1.9968668889998467e12,707088.185375653,305179.6217116604
103,1.5523202334076688e14,2.357521775955043e13,968024.3386070511,1.7888962459863797e6,237907.04456253332
104,1.5523202334076688e14,2.357521775955043e13,1.4801935223864634e6,698107.4935986481,543558.4958375811
105,1.5523202334076688e14,2.357521775955043e13,2.453791166116814e11,3.056651847256629e13,244056.70371078444
106,1.5523202334076688e14,2.357521775955043e13,979825.4552971353,1.878070252300527e6,306047.49573628115
107,1.5523202334076688e14,2.357521775955043e13,1.180478762862407e6,1.0141435434083608e6,240047.70077810768
108,1.5523202334076688e14,2.357521775955043e13,953472.689063092,974597.9856262347,687847.7115467053
109,1.5523202334076688e14,2.357521775955043e13,2.4529246102559595e11,3.0618740261331797e13,244016.37435003673
110,1.5523202334076688e14,2.357521775955043e13,959608.3736403144,1.578160832874462e6,328998.98199388804
111,1.5523202334076688e14,2.357521775955043e13,1.4932086242511729e6,722410.766069999,454668.7511936246
112,1.5523202334076688e14,2.357521775955043e13,957353.8900348288,1.0079959619204812e6,817104.0290935435
113,1.5523202334076688e14,2.357521775955043e13,957347.9355261644,1.0070097750545228e6,724552.4439537217
114,1.5523202334076688e14,2.357521775955043e13,966549.1868807519,558315.1111160312,259474.87868939398
115,1.5523202334076688e14,2.357521775955043e13,2.4539520634646216e11,2.0304682049244523e7,237961.8351398777
116,1.5523202334076688e14,2.357521775955043e13,966549.1537809087,474274.5660901352,264349.57928228
117,1.5523202334076688e14,2.357521775955043e13,1.471535440834119e6,6.984160520379102e10,1.9219077899953788e6
118,1.5523202334076688e14,2.357521775955043e13,1.4233430864947909e6,1.670276034501994e6,1.4109978280987032e6
119,1.5523202334076688e14,2.357521775955043e13,966549.1723620237,1.8266365895508416e6,700183.1493768641
120,3.8106373739057016e13,1.015453776811395e13,966552.0263620035,876147.7084537605,666341.5739516709
121,3.8106373739057016e13,1.015453776811395e13,1.4382104056202378e6,3.3962562840391875e12,1.2356254364007162e6
122,3.8106373739057016e13,1.015453776811395e13,1.1968040132442936e6,6.150487642514348e6,252011.41245055117
123,3.8106373739057016e13,1.015453776811395e13,1.1833292101975535e6,478480.49737017916,283772.42401007784
124,3.8106373739057016e13,1.015453776811395e13,965553.9869591421,940920.9023838718,238291.4189564044
125,3.8106373739057016e13,1.015453776811395e13,1.436950168353078e6,2.1416261108892406e13,1.234486724036497e6
126,3.8106373739057016e13,1.015453776811395e13,1.4380642354329508e6,1.7883831620805208e6,259791.6789465414
127,3.8106373739057016e13,1.015453776811395e13,941988.283485539,984122.5722895237,273467.4270854566
128,3.8106373739057016e13,1.015453776811395e13,5.264968639537012e10,1.5645782992304564e7,241724.5044693346
129,3.8106373739057016e13,1.015453776811395e13,962717.85668974,719720.8665921309,436134.11527872947
130,3.8106373739057016e13,1.015453776811395e13,4.305984382763882e11,636980.9834430469,268843.80909704557
131,3.8106373739057016e13,1.015453776811395e13,962708.6649442646,511349.6394121768,249468.0070699371
132,3.8106373739057016e13,1.015453776811395e13,941682.1918559542,3.377353494493377e7,239306.77955176774
133,3.8106373739057016e13,1.015453776811395e13,1.333032955951923e6,482459.2885803706,237733.8579433802
134,3.8106373739057016e13,1.015453776811395e13,962708.6603588648,721741.4172918586,433949.53739054163
135,3.8106373739057016e13,1.015453776811395e13,964201.0930795966,474274.4309631246,247094.81218007917
136,3.8106373739057016e13,1.015453776811395e13,1.1826319009553576e6,1.0198047310290528e6,293380.7954236736
137,3.8106373739057016e13,1.015453776811395e13,1.4333220406846358e6,1.7657807059546616e6,489171.6209844025
138,3.8106373739057016e13,1.015453776811395e13,964201.0913395688,507769.37150864047,249384.63707673445
139,3.8106373739057016e13,1.015453776811395e13,949751.4393684078,988481.9244656865,675704.1075980266
140,2.8377122365816703e13,1.015453776811395e13,1.4369543101582536e6,1.8305798495029304e6,1.7418686171648689e6
141,2.8377122365816703e13,1.015453776811395e13,960306.9228595278,918553.6743481122,287552.55700385524
142,2.8377122365816703e13,1.015453776811395e13,947138.6168490499,662485.9934185469,237228.14237737723
143,2.8377122365816703e13,1.015453776811395e13,1.3281272371046236e6,482380.0296701197,253236.06727713416
144,2.8377122365816703e13,1.015453776811395e13,1.3281272370797559e6,746365.1885188387,464302.93543927674
145,2.837712236581671e13,1.015453776811395e13,960225.1456980465,502752.659405291,267010.01141620334
146,2.837712236581671e13,1.015453776811395e13,1.178669479637037e6,1.0062207036796017e6,237377.93801610955
147,2.8377122365816703e13,1.015453776811395e13,1.0571260430500991e12,3.0156447268186508e13,370132.9357833888
148,2.8377122365816703e13,1.015453776811395e13,1.4316076102406671e6,1.748273520507142e6,242839.43198001618
149,2.8377122365816703e13,1.015453776811395e13,960225.1467605628,916080.5344212987,650161.5678931596
150,2.8377122365816703e13,1.015453776811395e13,947178.8097201773,674594.7375729671,417618.8657112573
151,2.8377122365816703e13,1.015453776811395e13,1.3408633721154784e6,2.9884806586342227e13,240540.98314593578
152,2.8377122365816703e13,1.015453776811395e13,954447.5287843165,674215.4024671172,292456.23590700136
153,2.8377122365816703e13,1.015453776811395e13,946391.6782812149,983222.5775724477,690772.4237483264
154,2.8377122365816703e13,1.015453776811395e13,1.1641627631152743e6,4.4428974180006385e6,436991.52547900495
155,2.8377122365816703e13,1.015453776811395e13,937633.0703144007,985481.9302810531,284628.542962844
156,2.8377122365816703e13,1.015453776811395e13,1.340863402074302e6,2.995928647403664e13,714948.2020396483
157,2.837712236581671e13,1.015453776811395e13,2.5844912097852222e11,621618.3326149713,424808.3300495241
158,2.8377122365816703e13,1.015453776811395e13,935348.2281495475,3.3232455951742053e7,236296.95011192147
159,2.8377122365816703e13,1.015453776811395e13,935348.2281526453,673035.190149575,417961.88905384426
160,7.209813386107082e12,1.015453776811395e13,959769.0483412588,916284.1732210764,866090.429111118
161,7.209813386107082e12,1.015453776811395e13,1.6114146509184277e12,652874.0117098871,238463.52888494104
162,7.209813386107082e12,1.015453776811395e13,3.358586821455121e6,2.411461130401529e13,235997.52718594923
163,7.209813386107082e12,1.015453776811395e13,935348.2334151827,2.5723529639062166e7,240413.67507937204
164,7.209813386107082e12,1.015453776811395e13,968677.2212266697,505133.8365039786,269183.6670537249
165,7.209813386107082e12,1.015453776811395e13,3.358563523434758e6,735313.1455046562,246864.0280209898
166,7.209813386107082e12,1.015453776811395e13,3.358558943112135e6,628018.5241150935,313732.28062677593
167,7.209813386107082e12,1.015453776811395e13,1.2937964685946845e6,737670.8405614055,266922.00517071714
168,7.209813386107082e12,1.015453776811395e13,2.9697127395893555e9,733894.7480404344,273762.1430198869
169,7.209813386107082e12,1.015453776811395e13,1.1823162898979748e6,2.9820890118666887e6,314693.46617259254
170,7.209813386107082e12,1.015453776811395e13,1.4311290924310763e6,1.764981977749452e6,1.6203479915398005e6
171,7.209813386107082e12,1.015453776811395e13,1.4311290924465675e6,1.1173403516255263e6,1.4152555603773333e6
172,7.209813386107082e12,1.015453776811395e13,969242.2780654166,1.7557720563973356e6,582743.07251886
173,7.209813386107082e12,1.015453776811395e13,1.3163345662854982e6,7.386534993673801e6,236265.95061489558
174,7.209813386107082e12,1.015453776811395e13,3.398828994170969e11,665540.1165793932,255942.43743904785
175,7.209813386107082e12,1.015453776811395e13,969242.2744527457,1.7642471595139764e6,790542.0880512721
176,7.209813386107082e12,1.015453776811395e13,960387.3765329327,975447.9210922108,260442.07626111736
177,7.209813386107082e12,1.015453776811395e13,967794.6468542528,1.7402904285388198e6,271426.56195592403
178,7.209813386107082e12,1.015453776811395e13,967794.6468543126,474278.581448053,236023.05481860915
179,7.209813386107082e12,1.015453776811395e13,1.3237741243891602e6,482293.44375612907,238723.83198470986
180,4.78480748603835e12,5.513261362820132e11,909065.2829225915,570025.7214060875,384840.3593201544
181,3.476614293917934e12,1.0673531194586353e12,2.0671714103949377e8,3.631698047870786e13,1.0722640692814428e6
182,3.476614293917934e12,1.545873939973027e8,761745.2730450497,480608.2641518719,241001.2278470483
183,3.476614293917934e12,1.1028337705948317e8,4.750929608099577e7,550217.019679657,245553.11397278204
184,3.476614293917934e12,1.1131451898703542e8,824677.9368423629,650578.2716932719,340153.35613785475
185,3.476614293917934e12,1.0853060494714144e8,1.149042763897683e6,1.0586719795279792e6,1.081181825541879e6
186,3.476614293917934e12,1.0890251462534869e8,1.9989395970006943e7,898932.401804823,762525.7791161845
187,3.476614293917934e12,1.0890251462534869e8,936021.6469133273,801008.5415468393,244381.03012260326
188,3.476614293917934e12,1.0890251462534869e8,8.308159018277347e7,2.274197803769338e7,414316.3630472261
189,3.476614293917934e12,1.0890251462534869e8,935391.392989232,921277.144987464,531423.3336335423
190,3.476614293917934e12,1.0890251462534869e8,889069.41821595,2.792166795730227e13,235997.76226647102
191,3.476614293917934e12,1.0890251462534869e8,889069.418213421,569387.2001809017,435438.7736837547
192,3.476614293917934e12,1.0890251462534869e8,889069.4182132335,8.322999278468311e6,239759.02475350886
193,3.476614293917934e12,1.0890251462534869e8,3.814157033607423e7,8.938171621831894e6,327793.287488854
194,3.476614293917934e12,1.0471125301135421e8,5.119899141159788e7,1.3038959440541029e7,471809.87985212635
195,3.476614293917934e12,1.0471125301135421e8,1.6719521399850007e6,3.9848857500435114e6,4.731038431127775e7
196,3.476614293917934e12,1.0471125301135421e8,992189.248446227,883699.1972836908,415612.5470714035
197,3.476614293917934e12,1.0471125301135421e8,992199.0148124066,2.351586485335982e7,238125.95620108274
198,3.476614293917934e12,1.0471125301135421e8,1.168052655234437e6,874293.7351835079,541432.2685727137
199,3.476614293917934e12,1.0471125301135421e8,1.0505843649449677e6,2.6274980134991867e13,247442.44809864997
200,5.2833130095599915e11,5.4993484577815115e7,1.0787857608085508e6,627295.0518394267,238963.5547012575
201,5.2833130095599915e11,5.4993484577815115e7,1.1461104672691077e6,6.94673548820889e6,315857.032141909
202,5.2833130095599915e11,5.4993484577815115e7,1.557394575929463e6,2.5649128793422984e13,1.3145320968395974e6
203,5.2833130095599915e11,5.715106256072396e7,1.005741500570152e6,937912.789369253,243516.54768977282
204,5.2833130095599915e11,5.6494394808755845e7,1.1199458522774833e6,8.192430878173694e6,239757.35159629973
205,5.2833130095599915e11,5.6494394808755845e7,992004.7176080812,514974.813510675,243980.2988307607
206,5.2833130095599915e11,5.6494394808755845e7,1.1202578133348282e6,480502.564428243,238737.1113348356
207,5.2833130095599915e11,5.6494394808755845e7,1.4916603507943796e6,1.8822178284307516e13,594643.5172951694
208,5.2833130095599915e11,5.6494394808755845e7,4.13997956742951e7,2.068242771435728e8,538951.1184373158
209,5.2833130095599915e11,4.88076051451399e7,928292.4497319376,795463.7129683276,630084.4515565555
210,5.2833130095599915e11,4.885408999406803e7,1.1478656250657495e6,1.3236056423327602e6,1.3129124479220698e6
211,5.2833130095599915e11,4.885408999406803e7,931969.3325363807,2.7881186683702918e13,235997.76966238796
212,5.2833130095599915e11,4.924289284117669e7,1.1462315821125451e6,474838.9846939867,237491.96468391787
213,5.2833130095599915e11,4.886526121293306e7,932467.162574104,585844.0828617914,237575.23395481549
214,5.2833130095599915e11,4.886526121293306e7,1.4966748862116598e6,1.163404177775011e6,824598.2675875728
215,5.2833130095599915e11,4.886526193949768e7,928216.9857210349,738158.813081773,279265.88607507886
216,5.2833130095599915e11,4.886526193949768e7,1.1461798672212306e6,1.0520661464053541e6,238743.08010024414
217,5.2833130095599915e11,4.886526193949768e7,1.4991533747434355e6,1.1251112485951479e6,1.3498723429794563e6
218,5.2833130095599915e11,4.886526193949768e7,1.1446224635181488e6,875114.2678990727,437847.07856101287
219,5.2833130095599915e11,4.886526193949768e7,928216.9523003809,737571.7731720814,499667.9800537387
220,6.472809709471482e7,1.4888109078409553e7,1.4913676270414982e6,685571.3118336136,423114.6747584287
221,6.472809709471482e7,1.4888109078409553e7,1.1551831244118728e6,1.247857879883701e6,1.2738596263949187e6
222,6.472809709471482e7,1.4888109078409553e7,3.1836298837951362e7,1.036109847476135e6,357055.29219250125
223,6.472809709471482e7,1.6662738729217231e7,3.0368213435223818e7,2.2928363345956743e7,364698.9706735853
224,6.472809709471482e7,1.3203224431580842e7,929555.1037450214,481022.6401353474,239836.66651887074
225,6.472809709471482e7,1.3624898705697536e7,1.4708297199899657e6,5.320731715757489e6,475700.42658657697
226,6.472809709471482e7,1.330880722095269e7,3.0057131406071007e7,602603.1176425677,237688.37945867048
227,6.472809709471482e7,1.3651324562996149e7,932534.5857714463,788550.6667264043,238293.52963219903
228,6.472809709471482e7,1.3651324562996149e7,2.2432818431231022e7,570773.4719820311,390600.2077733113
229,6.472809709471482e7,1.3468391908758342e7,1.4683996644375483e6,1.153789930904863e6,936881.899128055
230,6.472809709471482e7,1.3468391908758342e7,930342.8941908947,950361.9876224552,1.3810489557697342e6
231,6.472809709471482e7,1.3468391908758342e7,779243.7850867992,2.787076685200585e13,242042.09383214836
232,6.472809709471482e7,1.3445641043240726e7,2.3100392142835617e7,1.8208744083818821e6,324928.7587604521
233,6.472809709471482e7,1.3445641043240726e7,1.152740313080607e6,1.0434520351569448e6,345996.5848778113
234,6.472809709471482e7,1.3445641043240726e7,2.273668590759617e7,572744.3400044602,237965.4283061893
235,6.472809709471482e7,1.3445641043240726e7,929815.1323979083,949734.1205699062,1.380709505738562e6
236,6.472809709471482e7,1.3445641043240726e7,2.2736685907563746e7,898670.9452358475,589822.4749698271
237,6.472809709471482e7,1.3445641043240726e7,2.5313172887113214e7,2.2113286106192283e6,1.4946196280496195e6
238,6.472809709471482e7,1.368430185424596e7,933842.894641153,736808.4364547944,237586.71583367433
239,6.472809709471482e7,1.368430185424596e7,2.6772137053282082e7,2.899671971165538e6,1.4886826518948358e6
240,5.522955262979478e7,7.713365577722371e6,2.6457287509569466e7,1.7066112319166232e6,969616.6548840117
241,5.522955262979478e7,6.177618565136492e6,775165.7034285316,520969.35399452795,351756.9576797916
242,5.522955262979478e7,6.611221284490943e6,1.1599836347111617e6,1.0948879104299275e6,333544.3881887042
243,5.522955262979478e7,6.611221284490943e6,1.4442917737245755e6,1.5058259062589612e6,1.3286879217267008e6
244,5.522955262979478e7,6.611221284490943e6,1.1606807667258093e6,712485.1243029749,412548.3023583973
245,5.522955262979478e7,6.611221284490943e6,934574.752979575,1.6034287860443145e6,240920.2885754341
246,5.522955262979478e7,6.611221284490943e6,1.435576369789267e6,490020.5897295603,245035.6217768796
247,5.522955262979478e7,6.611221284490943e6,1.4346855768232709e6,1.3559738468313366e6,2.1966833580411077e6
248,5.522955262979478e7,6.611221284490943e6,1.4331691911667176e6,1.3883793774442952e6,1.1614438650031546e6
249,5.522955262979478e7,6.611221284490943e6,2.667966058771372e7,1.1882169834267716e6,1.3216461547340564e6
250,5.522955262979478e7,6.925286678474784e6,2.6115331570865035e7,854674.4185620649,271892.24381157605
251,5.522955262979478e7,6.823284758035719e6,2.7895146963952422e7,1.1807513367975987e6,551558.0524060936
252,5.522955262979478e7,6.823284758035719e6,1.162230162932734e6,1.2259136769195143e6,868723.5147745949
253,5.522955262979478e7,6.823284758035719e6,1.418143773478073e6,489383.3147703095,236825.1439224838
254,5.522955262979478e7,6.823284758035719e6,933436.6194792105,1.913258376283735e6,238882.48122733715
255,5.522955262979478e7,6.823284758035719e6,777546.7558287054,503063.39624560147,239768.0420896286
256,5.522955262979478e7,6.823284758035719e6,777951.2695428417,484136.4750850806,239847.32039651685
257,5.522955262979478e7,6.823284758035719e6,1.4179026225192621e6,489029.1873925472,240051.26756103526
258,5.522955262979478e7,6.823284758035719e6,1.1871679276869965e6,711137.0739367697,413112.7387354339
259,5.522955262979478e7,6.823284758035719e6,1.4177655232204832e6,667531.0478869439,531078.5457815456
260,4.6019561388053656e7,6.215665249828815e6,1.422470575432092e6,1.7417266033366323e6,441710.46175729367
261,4.6019561388053656e7,6.652098232851028e6,934158.7810118364,474320.33764425205,236563.04050658387
262,4.6019561388053656e7,6.652098232851028e6,932576.6855247838,785315.13947433,243994.60235582863
263,4.6019561388053656e7,6.652098232851028e6,777709.2326478062,2.706813246035139e13,767743.6557680853
264,4.6019561388053656e7,6.626714986146092e6,933651.0685946612,786532.8849912658,264991.40758254984
265,4.6019561388053656e7,6.626714986146092e6,1.4182643758730777e6,1.4662976102766003e6,1.0980613883392196e6
266,4.6019561388053656e7,6.546128993412137e6,934398.1542748283,1.3685883852075934e6,240949.17059811295
267,4.6019561388053656e7,6.546128993412137e6,1.4187807662850032e6,666264.8069593017,238561.71969776985
268,4.6019561388053656e7,6.546128993412137e6,933276.6215196287,786129.8782853698,272505.42201320874
269,4.6019561388053656e7,6.546128993412137e6,1.1548514441811498e6,1.225704035660369e6,847664.3035665918
270,4.6019561388053656e7,6.546128993412137e6,934140.1739384023,949014.1078441353,471904.560498363
271,4.6019561388053656e7,6.546128993412137e6,934077.3778007145,1.9854378293467462e6,236729.8673298353
272,4.6019561388053656e7,6.546128993412137e6,777418.0874403383,523064.4632802531,237905.13522153103
273,4.6019561388053656e7,6.546128993412137e6,1.418025613689635e6,490716.5968593236,244217.6952287038
274,4.6019561388053656e7,6.546128993412137e6,777620.4712110399,503731.95336058445,236244.09104825693
275,4.6019561388053656e7,6.546128993412137e6,932527.5471439034,1.8355122035196126e6,238596.0344065547
276,4.6019561388053656e7,6.546128993412137e6,1.1601358281335065e6,474804.90330472594,237317.0330412722
