iteration,time_iter,time_primal_forward,time_primal_backward,time_dual_forward,time_dual_backward,time_pruning
1,0.1055290699005127,0.015724897384643555,0.004334211349487305,0.07704997062683105,0.007838010787963867,0.0
2,0.02590799331665039,0.012349843978881836,0.004113912582397461,0.0,0.0,0.0
3,0.03632497787475586,0.013020038604736328,0.0044460296630859375,0.0,0.0,0.0
4,0.0676720142364502,0.030842065811157227,0.004601001739501953,0.0,0.0,0.0
5,0.02586507797241211,0.013757944107055664,0.004492998123168945,0.0,0.0,0.0
6,0.040335893630981445,0.012880086898803711,0.021892070770263672,0.0,0.0,0.0
7,0.02393794059753418,0.013355016708374023,0.004188060760498047,0.0,0.0,0.0
8,0.029529094696044922,0.014065027236938477,0.0048389434814453125,0.0,0.0,0.0
9,0.0267488956451416,0.013525962829589844,0.0049169063568115234,0.0,0.0,0.0
10,0.027554035186767578,0.014111995697021484,0.0048980712890625,0.0,0.0,0.0
11,0.07790803909301758,0.013641119003295898,0.004224061965942383,0.05260491371154785,0.006630897521972656,0.0
12,0.09577512741088867,0.033696889877319336,0.004923820495605469,0.0,0.0,0.0
13,0.03249788284301758,0.014127969741821289,0.004633188247680664,0.0,0.0,0.0
14,0.02754998207092285,0.014715909957885742,0.004419803619384766,0.0,0.0,0.0
15,0.039186954498291016,0.013898134231567383,0.005102872848510742,0.0,0.0,0.0
16,0.03905010223388672,0.014719009399414062,0.004712104797363281,0.0,0.0,0.0
17,0.02962207794189453,0.014352083206176758,0.0048940181732177734,0.0,0.0,0.0
18,0.0381472110748291,0.014847993850708008,0.005321025848388672,0.0,0.0,0.0
19,0.03607797622680664,0.014158964157104492,0.004602909088134766,0.0,0.0,0.0
20,0.04819202423095703,0.02996516227722168,0.005589962005615234,0.0,0.0,0.0
21,0.07575488090515137,0.01468205451965332,0.004806995391845703,0.04969501495361328,0.005851030349731445,0.0
22,0.06698489189147949,0.016065120697021484,0.004896879196166992,0.0,0.0,0.0
23,0.030838966369628906,0.015037059783935547,0.005228996276855469,0.0,0.0,0.0
24,0.03278303146362305,0.015240907669067383,0.00506901741027832,0.0,0.0,0.0
25,0.02775096893310547,0.015713930130004883,0.005145072937011719,0.0,0.0,0.0
26,0.03243303298950195,0.015043020248413086,0.005911111831665039,0.0,0.0,0.0
27,0.04873299598693848,0.016031980514526367,0.00541996955871582,0.0,0.0,0.0
28,0.03298306465148926,0.016849994659423828,0.005345821380615234,0.0,0.0,0.0
29,0.0368959903717041,0.016713857650756836,0.004751920700073242,0.0,0.0,0.0
30,0.04457283020019531,0.015311002731323242,0.005553007125854492,0.0,0.0,0.0
31,0.11087703704833984,0.016642093658447266,0.005288124084472656,0.08139300346374512,0.006802082061767578,0.0
32,0.10244607925415039,0.01715683937072754,0.004950046539306641,0.0,0.0,0.0
33,0.032959938049316406,0.017444133758544922,0.005372047424316406,0.0,0.0,0.0
34,0.04927992820739746,0.016894817352294922,0.005983114242553711,0.0,0.0,0.0
35,0.03751111030578613,0.018674850463867188,0.005888938903808594,0.0,0.0,0.0
36,0.038537025451660156,0.016510009765625,0.005627870559692383,0.0,0.0,0.0
37,0.0392148494720459,0.016689062118530273,0.005545139312744141,0.0,0.0,0.0
38,0.04790091514587402,0.01723003387451172,0.005797147750854492,0.0,0.0,0.0
39,0.051898956298828125,0.01626896858215332,0.005918979644775391,0.0,0.0,0.0
40,0.036962032318115234,0.017379045486450195,0.005427122116088867,0.0,0.0,0.0
41,0.1021430492401123,0.029156923294067383,0.005423069000244141,0.05891108512878418,0.007830142974853516,0.0
42,0.09279704093933105,0.01791691780090332,0.005717039108276367,0.0,0.0,0.0
43,0.04957318305969238,0.017696142196655273,0.005569934844970703,0.0,0.0,0.0
44,0.0376429557800293,0.016968965530395508,0.005897045135498047,0.0,0.0,0.0
45,0.03516697883605957,0.017973899841308594,0.005800008773803711,0.0,0.0,0.0
46,0.04214882850646973,0.01886296272277832,0.005589008331298828,0.0,0.0,0.0
47,0.055639028549194336,0.017644882202148438,0.006048917770385742,0.0,0.0,0.0
48,0.04149293899536133,0.019464969635009766,0.006321907043457031,0.0,0.0,0.0
49,0.039932966232299805,0.018265962600708008,0.005792856216430664,0.0,0.0,0.0
50,0.03719210624694824,0.018513917922973633,0.006530046463012695,0.0,0.0,0.0
51,0.06851816177368164,0.018713951110839844,0.0059299468994140625,0.03703618049621582,0.00598597526550293,0.0
52,0.06386399269104004,0.019310951232910156,0.006320953369140625,0.0,0.0,0.0
53,0.05247616767883301,0.0186769962310791,0.005886077880859375,0.0,0.0,0.0
54,0.036618947982788086,0.018002986907958984,0.005649089813232422,0.0,0.0,0.0
55,0.04665398597717285,0.019828081130981445,0.006021022796630859,0.0,0.0,0.0
56,0.03801107406616211,0.019715070724487305,0.005835056304931641,0.0,0.0,0.0
57,0.04056715965270996,0.020256996154785156,0.006204128265380859,0.0,0.0,0.0
58,0.045751094818115234,0.019861936569213867,0.006224155426025391,0.0,0.0,0.0
59,0.049078941345214844,0.032527923583984375,0.005973100662231445,0.0,0.0,0.0
60,0.04435896873474121,0.020906925201416016,0.006248950958251953,0.0,0.0,0.0
