iteration,x1,x2,x3,x4,x5
37,5.584421441515429e8,6.129609173736346e8,2.1181649276912153e8,1.5740527460517383e8,3.388269765778152e8
38,5.584421441515429e8,6.129609173735738e8,5.89215579759138e8,2.4101959871666574e8,2.034430749902177e7
39,5.584421441515429e8,6.129609173735738e8,6.109626807172842e8,7.602523192114513e8,9.999999872150257e8
40,5.584421441515429e8,6.129609173735738e8,5.2280184079065824e8,5.3302551278520745e8,9.999102483305088e8
41,4.7402916732684076e8,4.632552651869551e8,5.283943570559445e8,3.1219708762221885e8,1.1438549774152088e8
42,4.578666492842697e8,4.632552651869551e8,1.8904756371841586e8,3.2957168420917606e8,274201.4368888445
43,4.578666492842697e8,4.632552651869551e8,2.4509304877693653e8,1.8982844771795595e8,9.999999905574038e8
44,4.578666492842697e8,4.632552651869551e8,2.1050142143078744e8,3.1218157929755175e8,9.999999480850148e8
45,4.578666492842697e8,4.632552651869551e8,1.8688509266503286e8,5.046681676609398e8,5.614794685428176e8
46,4.5786642660546196e8,4.632552651869551e8,1.7278299051945368e6,9.388651914392138e7,1.7968221088903165e8
47,4.5786642660546196e8,4.632552651869551e8,2.350821845118761e7,1.8356114738775473e6,9.99999942362543e8
48,4.5786642660546196e8,4.632552651869551e8,3.7447967752485275e7,1.1010478278711748e8,2.8111297342697644e8
49,4.577131511234411e8,4.632540965074756e8,1.8137382778847413e6,6.580019410764575e7,9.999999739627824e8
50,4.5771309787375295e8,4.6325406489304245e8,1.708553590836345e6,1.8814870280261517e8,4.345834132070594e8
51,8.490304520341834e7,5.405324417879732e7,1.496046905691379e6,1.570935520793997e8,2.9143264966289735e8
52,8.490304520341834e7,5.4052750210228726e7,7.222748208484387e7,4.404541077984327e8,589913.3050726615
53,8.475484832771909e7,5.390668624500746e7,1.2816702987875628e8,1.2508504055500748e6,531774.4214808912
54,8.471678168526673e7,5.38697051626296e7,1.6939191790041523e6,1.6853115723904944e6,9.999999963597939e8
55,8.471678168526673e7,5.38697051626296e7,1.8978753625181866e8,3.869631629007622e8,235998.5082839452
56,8.471678168526673e7,5.38697051626296e7,1.1250744573611546e8,3.6418718143420494e8,356973.5518556931
57,8.471678168526673e7,5.38697051626296e7,9.801768951003623e7,4.0091602990501845e8,1.7637536755825233e8
58,8.471678168526673e7,5.38697051626296e7,1.0926582086981773e8,5.1677808597807634e8,615864.9256676491
59,8.471678168526673e7,5.38697051626296e7,8.493967112194514e7,2.2680102928703034e8,524503.2278175929
60,8.471678168526673e7,5.38697051626296e7,3.4208271798608184e7,2.7286893074142087e8,551755.7243747257
61,3.649028950966636e7,3.1556262108044297e7,6.228633373571622e7,1.9925237468576038e8,786367.7270197961
62,3.619707968803541e7,3.1556262108044297e7,5.847684994424486e7,7.9899080861215e7,376787.0542312059
63,3.619707968803541e7,3.1556262108044297e7,1.0431244799962676e8,5.152207588110135e8,541465.0055095043
64,3.619707968803541e7,3.1556262108044297e7,7.741098351055431e7,4.937068855748457e8,4.2521937327737665e8
65,3.619707968803541e7,3.1556262108044297e7,6.06197034840163e7,2.480750160883386e8,570198.0933999845
66,3.619707968803541e7,3.1556262108044297e7,2.8171753360631943e7,910609.544056762,687264.9932598947
67,3.619707968803541e7,3.1556262108044297e7,9.46386767898215e7,3.6640215356750274e8,2.658405744734037e7
68,3.619705630425377e7,3.155624415971604e7,1.0150575732477428e6,4.416147648839259e7,298771.43341995485
69,3.619701987540709e7,3.155621621798891e7,1.0467219138108734e6,4.0606270527373683e8,488672.5633413573
70,3.619701987540709e7,3.1550297748960793e7,1.3885946296121068e6,1.5464346220585358e8,1.2431512593537807e8
71,3.581388787200698e7,3.1550297748960793e7,1.0929393384243059e8,1.3523152530259228e8,1.7299002710709965e8
72,3.581388787200698e7,3.1550297748960793e7,979827.4947241959,2.0111526290668678e8,6.020969057342243e7
73,3.581388787200698e7,3.1550297748960793e7,7.837955763487792e7,1.5469651159417834e6,1.1326195874626195e8
74,3.581388787200698e7,3.1550297748960793e7,1.0806580068591881e8,2.9802558579856384e8,235999.0616051095
75,3.581388787200698e7,3.1550297748960793e7,6.442973519670248e7,4.7308397831856614e8,1.3832309497497976e6
76,3.581388787200698e7,3.1550297748960793e7,4.4341939073716044e7,1.2744169231537636e6,6.4136768041932106e7
77,3.581388787200698e7,3.1550297748960793e7,3.8723286693921566e7,2.3920678265069962e8,235998.50527796
78,3.581388787200698e7,3.1550297748960793e7,1.0332735535393631e8,4.8553275582500875e8,1.8820088674449587e8
79,3.581388787200698e7,3.1550297748960793e7,9.727660033579016e7,3.651698364331062e8,235998.50613303334
80,3.581388787200698e7,3.1550297748960793e7,9.035942465148687e6,2.3542356256293797e8,326656.6654311869
81,1.0330148625823556e7,7.560099330995679e6,8.720350780177212e7,2.7430107499035096e8,307077.84357645776
82,1.0330148625823556e7,7.560099330995679e6,2.2340315656748116e6,1.1367216302722776e6,239525.06235807156
83,1.0330148625823556e7,7.560099330995679e6,2.787312327782236e6,1.922125945585388e8,473052.60217129043
84,1.0330148625823556e7,7.560081519400088e6,974620.6057136287,3.145958071578052e8,235998.59947557887
85,1.0330148625823556e7,7.560081519400088e6,949405.6983360713,1.0236522310913551e8,626401.8114894885
86,1.0330148625823556e7,7.560081519400088e6,1.706654574801609e6,1.2067323424006952e6,590747.8755246
87,1.0330148625823556e7,7.560066640125304e6,1.3630897027976243e6,1.5937230419732928e8,489821.0849679147
88,1.0330148625823556e7,7.559696176754845e6,1.7253983939952925e6,1.0446505782275004e6,236680.92728911707
89,1.0330148625823556e7,7.559696176754845e6,4.658532604950547e6,3.742440711944065e8,445016.77499491745
90,1.0330148625823556e7,7.559696176754845e6,8.948150531012154e7,2.0518277267828393e8,410890.59000001755
91,4.267025533262863e6,6.882658022426918e6,2.3664128076090515e6,3.3519263829868567e8,7.109641521926272e7
92,4.26562168433412e6,4.671896656960103e7,2.0206193131221402e8,2.2315564074626338e8,1.5569525126044226e8
93,4.265490935594077e6,1.566168287553981e7,1.4675603177477074e8,1.3846287638182104e8,778248.5587173142
94,4.265386124169237e6,1.3079978227803484e7,8.175157024687994e7,1.0616448790942585e8,1.9581602890553832e8
95,4.265371037779347e6,1.2239056637716774e7,1.8653507106663346e7,6.8969732745309e7,609390.5987351891
96,4.265371037779347e6,7.618293334645763e6,2.861667314264053e8,3.4033926281308043e8,4.765103945004991e8
97,4.265371037779347e6,6.822886212374158e6,1.623324924176977e6,1.2875507997440803e6,423754.6546844488
98,4.265371037779347e6,5.866054202807061e6,1.1490380808498752e8,2.3430996900723004e8,854216.4893388231
99,4.265371037779347e6,5.9861902593570575e6,4.069326915357864e7,3.5030502587375224e8,399553.0768145246
100,4.265371037779347e6,5.866218054551855e6,4.740148911300851e6,2.507067677090013e7,959174.2219148139
101,3.3621419708897527e6,5.933091615626328e6,5.060516650448084e7,8.117529110212219e7,282466.2634347114
102,3.3621419708897527e6,5.933091615626328e6,2.046859816834513e6,1.4978151206570756e8,433155.7125610709
103,3.3621419708897527e6,5.933091615628496e6,1.3279073407109212e6,1.1895706472963588e6,889218.9527141694
104,3.3621419708897527e6,5.933091615628496e6,1.8971287366373658e8,1.0901990467947161e8,982804.3864049865
105,3.3621419708897527e6,5.933091615628496e6,1.9751301113364045e6,2.081693726758739e6,1.4828956172373332e6
106,3.3621419708897527e6,5.843230527448066e6,1.2251037865053535e8,1.1284466933874947e6,758461.952304712
107,3.3621419708897527e6,5.3948732546376735e6,2.3197403511142576e8,3.3199195433298564e8,551099.8736784402
108,3.3621419708897527e6,5.394558190987095e6,2.672570663198713e8,1.6078912523027956e8,5.177626245057511e7
109,3.3621419708897527e6,5.617050949307397e6,1.5879952370233554e6,1.4106497262895955e6,534268.0472389869
110,3.3621419708897527e6,5.609013253727362e6,1.2916346146458639e6,1.0388983173089889e6,538590.3991464935
111,3.282786633943905e6,5.609013253727362e6,4.528436520498395e6,1.2861135599031615e8,1.1921548290278792e8
112,3.282786633943905e6,5.609013253727362e6,2.6409107283520103e8,1.4569205004383773e6,541683.3093686134
113,3.282786633943905e6,5.609013253727362e6,1.288187439223202e6,1.2758246683948894e6,465378.07198029454
114,3.282786633943905e6,5.609013253727362e6,3.3043093542653322e7,1.8299983242947543e8,307514.5934612232
115,3.282786633943905e6,5.609013253727362e6,1.8682618753045266e6,3.3508131415677905e7,613502.7030409242
116,3.282786633943905e6,5.621082022400677e6,3.2970313546784163e7,931493.0741610602,392930.7787142261
117,3.282786633943905e6,5.621082022400677e6,1.737853247508613e8,2.437180848993454e8,6.399876662778568e7
118,3.282786633943905e6,5.621082022400677e6,4.520506384847095e6,660402.4407192066,235998.50084808856
119,3.282786633943905e6,5.591657554126106e6,1.2843312335751665e8,1.3091508796504605e8,410728.16560821084
120,3.282786633943905e6,4.0676324619609043e6,1.0780487985923803e8,1.6346978649992013e8,2.2547446849351382e8
121,2.6096635751870372e6,2.5057077131040767e6,1.5350539499467448e6,7.232265344614482e7,919581.8304785006
122,2.6096635751870372e6,2.5978138777839467e6,9.093820115208614e7,2.9602389289986014e8,729049.168772426
123,2.6096635751870372e6,2.7412156839919537e6,8.233184552826035e7,5.357907259405327e7,727993.0121416603
124,2.6096635751870372e6,2.4700030737842545e6,3.6497796350156665e7,1.3408206999295712e7,1.2675731687600696e6
125,2.6096635751870372e6,2.300153602130428e6,1.875715887428496e6,1.5192994188315594e6,1.0645741354547478e6
126,2.6096635751870372e6,1.8619914819645584e6,1.3438996503064763e6,1.1448764621784287e6,447941.10060962243
127,2.6096635751870372e6,1.861991481964549e6,5.564159292107093e7,1.4018824402698517e7,449032.5729165375
128,2.6096635751870372e6,1.965011294344835e6,1.3416330346503858e6,1.3375960429021502e6,271630.0920989135
129,2.6096635751870372e6,1.9841062620262355e6,962675.0942389788,1.256265609131446e6,323169.3163960433
130,2.6096635751870372e6,1.9841062620169446e6,1.571595362568751e6,797969.1703639599,235998.50649659638
131,2.135637731710987e6,1.9841062620262578e6,952404.3218194051,1.0673721225590091e6,812272.4909546133
132,2.135637731710987e6,1.9841062620262578e6,3.7210776707146764e7,1.1211804345511482e6,247678.29537884297
133,2.135637731710987e6,2.1096517415813953e6,1.360930067455965e6,1.5160209951398708e6,450345.8948592447
134,2.135637731710987e6,2.108476721174471e6,963042.8404170354,937507.9793715528,235998.50818065653
135,2.135637731710987e6,2.1084767217050605e6,2.729786891415286e7,1.3173826924122665e6,992540.5209964137
136,2.135637731710987e6,2.0384367512538768e6,7.600042188204741e7,1.0648919218797646e6,699814.0755598336
137,2.135637731710987e6,2.0384367512538768e6,1.753824667559343e6,633184.9651860177,482642.02377197077
138,2.135637731710987e6,2.038436751253944e6,2.1131992852926135e7,854374.47859897,532572.3147613283
139,2.135637731710987e6,2.0303971082013436e6,1.2597626139692608e6,1.2592326911150916e6,441105.0013026709
140,2.135637731710987e6,2.0291051192835718e6,1.386256283434085e6,1.016183285671806e6,261176.71939128876
141,2.1339082713131937e6,2.0291051192835718e6,1.9297439675510645e7,857483.9131165799,235998.50513166367
142,2.1339082713131937e6,2.0508556004668549e6,1.249616321418522e6,1.2389077965720622e6,983366.4490543767
143,2.1339082713131937e6,2.0589225474041924e6,1.725253275618414e6,735527.7077813465,254309.76034425318
144,2.1339082713131937e6,2.053717707747005e6,1.3242201007576995e6,912095.3893214229,265865.7754030966
145,2.1339082713131937e6,2.0537177077480927e6,1.941603092174363e7,6.0163891618138194e7,438598.0731732487
146,2.1339082713131937e6,2.048050685537532e6,1.3595147815494677e6,854317.2655049688,305653.57333978335
147,2.1339082713131937e6,2.048050685537532e6,1.321573619511302e6,1.0314909242722765e6,464263.44493881235
148,2.1339082713131937e6,2.0480497303427197e6,1.398183495324337e6,870772.1637525274,317509.37188197067
149,2.1339082713131937e6,2.0480497296037972e6,1.8532676204821825e7,5.1779292196440816e7,3.44400012797904e7
150,2.1339082713131937e6,1.9413644046666585e6,2.7562333975156188e7,1.0200586278252783e6,457744.47281876206
151,1.9430726112086643e6,1.855221464533113e6,1.707427464536691e6,1.26431489789854e6,1.0066621018515248e6
152,1.9430726112086643e6,1.7217352420924883e6,1.2477658777662385e6,644477.8562698803,235998.5037271893
153,1.9430726112086643e6,1.7191026012020847e6,1.694633924504912e7,1.082715670618998e6,814331.2999095083
154,1.9430726112086643e6,1.7250095227954946e6,1.3071937992738606e6,568832.4882759567,235998.4986932462
155,1.9430726112086643e6,1.7244715240986673e6,8.955514874123096e6,1.1127214997624513e6,495926.0674691498
156,1.9430726112086643e6,1.7144397546371613e6,1.67045765302527e6,1.1329964136955333e6,812763.5708395056
157,1.9430726112086643e6,1.7144397546371613e6,1.2779529296168806e6,1.0379771849653553e6,466606.53453173465
158,1.9430726112086643e6,1.7150820980913867e6,1.3628817914225578e7,7.49040821869154e7,2.127498453795746e6
159,1.9430726112086643e6,1.709460705037456e6,1.2240237284376754e6,644525.7644315881,297156.14624537376
160,1.9430726112086643e6,1.7090072119836714e6,1.9599356644708104e6,724049.5734065933,246624.82705007965
161,1.9317306339513573e6,1.7450159581716517e6,1.615469676195296e6,684584.895719172,358493.1562682298
162,1.9317306339513573e6,1.707480149267831e6,1.6576712572036441e6,1.1367506231801147e6,533379.700796566
163,1.9317306339513573e6,1.70424201746565e6,8.067048999638319e6,5.927140948914492e7,1.0871162011448434e6
164,1.9317306339513573e6,1.7681505191667564e6,1.9164718267723806e6,815799.1678536828,432355.5498429452
165,1.9317306339513573e6,1.7548424071440864e6,1.62063505469152e6,1.421803188583857e6,858357.144503796
166,1.9317306339513573e6,1.7704161360659413e6,1.4063471381968865e6,772500.4326552758,237393.11118567982
167,1.9317306339513573e6,1.7704161360659413e6,1.5962243025378012e6,1.4028114154716802e6,235998.80193998502
168,1.9317306339513573e6,1.770416136063518e6,1.6025393593612192e6,868881.4537045257,242111.6514304494
169,1.9317306339513573e6,1.7646371407350097e6,4.95030776338408e7,1.0282315738092303e8,678073.600609635
170,1.9317306339513573e6,1.699868319070485e6,1.7443588208083739e6,1.2841884408138944e6,255596.09213877015
171,1.8701232098881037e6,1.698616568029703e6,1.7272127043430742e6,1.6217615997019382e6,349367.13669479475
172,1.8701232098881037e6,1.6706299970199824e6,1.701298389005891e6,1.091793958253148e6,524715.1213087252
173,1.8701232098881037e6,1.6715495919377706e6,1.3294080892585893e6,1.1750117048067432e6,265536.29850908497
174,1.8701232098881037e6,1.6715495919364602e6,1.5479822788905464e6,1.268022380074434e6,752095.8357967976
175,1.8701232098881037e6,1.6714232300772131e6,912942.5302898074,733751.8600761639,355033.7559409898
176,1.8701232098881037e6,1.6710821138111837e6,1.2044879714625839e6,737951.6632727608,239900.70228895237
177,1.8701232098881037e6,1.6709899562438861e6,889739.7421240143,931798.7989143186,299853.5519189772
178,1.8701232098881037e6,1.6708185522217588e6,882782.0387492855,776335.6274004545,249138.99878625854
179,1.8701232098881037e6,1.6707013621107088e6,1.585840797217208e6,734278.8073189931,235998.50406862368
180,1.8701232098881037e6,1.66831853831803e6,1.247506113624388e6,732116.5254986413,248691.8746402125
181,1.8506273694519629e6,1.6683185383190992e6,1.7128270572953885e6,1.138814278908385e6,381117.07162409753
182,1.8506273694519629e6,1.6558779888913776e6,1.2320451338218204e6,844261.5832895779,239244.62438627807
183,1.8506273694519629e6,1.6558779888915182e6,1.5149386570192697e6,712109.935979408,235998.1927672025
184,1.8506273694519629e6,1.6558779888915182e6,1.5234058055577194e6,1.3862691252630965e6,524752.5395813695
185,1.8506273694519629e6,1.6565248423449902e6,1.219191713445127e7,840844.1732098017,252220.31738685624
186,1.8506273694519629e6,1.657599238086792e6,1.290057659353502e6,1.1160913082198682e6,442480.75028739707
187,1.8506273694519629e6,1.6561307682135724e6,1.1812383075209449e6,896736.2672630474,865667.2269233423
188,1.8506273694519629e6,1.6570446906923815e6,1.6902732716998374e6,4.919344009757912e7,1.4489605127374157e6
189,1.8506273694519629e6,1.6533303521731445e6,1.1695454539185422e6,1.0889530215409272e6,258122.32669930044
190,1.8506273694519629e6,1.654004369481193e6,1.235957503038808e6,959722.1895546494,694015.8551870645
191,1.8055026461673703e6,1.6536727008179803e6,1.5444731067370968e6,590990.7011310465,241581.96861900415
192,1.8055026461673703e6,1.6316334781502483e6,1.256674265261258e6,1.1229727599673816e6,467555.8604844648
193,1.8055026461673703e6,1.6386229632243633e6,867145.7426286459,546888.6009293343,235998.38070290769
194,1.8055026461673703e6,1.6385076682915902e6,866958.1809485357,529411.3038851322,326634.7029461723
195,1.8055026461673703e6,1.638507668289384e6,1.2684044140521172e6,822622.5796879155,236611.7644552694
196,1.8055026461673703e6,1.6309568696626439e6,1.1660460994235678e6,1.0971775523167294e6,462202.67038420914
197,1.8055026461673703e6,1.605212767132814e6,1.1594073104923016e6,1.036424633974961e6,504094.94789056317
198,1.8055026461673703e6,1.6040138481857749e6,1.2064803550288705e6,1.511273034534337e6,6.0304533798033476e7
199,1.8055026461673703e6,1.604013848185766e6,1.501801424847208e6,1.4309767340005585e6,524940.416597947
200,1.8055026461673703e6,1.6024101190408752e6,1.501093739992864e6,1.381386911271456e6,235998.47803779138
201,1.8035541686631504e6,1.602350671446235e6,2.001330016359073e6,1.0206146905485417e6,313418.62077898724
202,1.8035541686631504e6,1.6014727220291647e6,1.2644029187104716e6,809256.7258998542,243741.77624290125
203,1.8035541686631504e6,1.6014727220291647e6,1.846194648088742e6,743727.5027792287,260990.21590922342
204,1.8035541686631504e6,1.6008639481124093e6,1.199111166033442e6,1.1145360449578427e6,974818.6087681046
205,1.8035541686631504e6,1.598744971149441e6,1.1508479204558572e6,836087.8323590171,236089.17296556378
206,1.8035541686631504e6,1.598181185413837e6,1.4951011504489975e6,630371.495569409,235998.1721001116
207,1.8035541686631504e6,1.5981811419319734e6,1.2639714731983826e6,1.075133289844999e6,235998.2120402316
208,1.8035541686631504e6,1.5981811419319734e6,1.5591006781702954e6,590213.6401915888,370598.37895325804
209,1.8035541686631504e6,1.5935558306126643e6,1.8683346862526922e6,1.869628027345026e6,608431.3207689645
210,1.8035541686631504e6,1.5882178204039019e6,1.1439986912574107e6,520517.4634520232,276296.30638300115
211,1.777899730678709e6,1.5889409927064434e6,1.492238655565783e6,1.365988662009907e6,988848.8916727421
212,1.777899730678709e6,1.5802276645951783e6,1.147276077680674e6,708132.7315328459,256106.70810105873
213,1.777899730678709e6,1.5802276645951783e6,1.4693906647488736e6,570388.2377007643,259016.8573357721
214,1.777899730678709e6,1.5801102941184752e6,2.0249800788463764e6,1.3627503058457063e6,685608.9394752183
215,1.777899730678709e6,1.5690252625550546e6,1.138288012476258e6,1.0033999474192495e6,932247.0874413615
216,1.777899730678709e6,1.5689100902452664e6,1.1387683905891622e6,643119.0121881358,266200.4470487537
217,1.777899730678709e6,1.5689100902440427e6,2.019576396432933e6,1.274254238196969e6,988156.9704559688
218,1.777899730678709e6,1.5689100902445558e6,1.1418038217197796e6,1.0097485749281924e6,733757.4417712544
219,1.777899730678709e6,1.5688401906728987e6,1.820484626256744e6,3.50717742119782e7,380747.5289007013
220,1.777899730678709e6,1.5685897218024414e6,2.94742170741708e6,1.3656095143084307e6,910424.8594480315
221,1.7530145594261796e6,1.5685897218028416e6,1.139067611972989e6,705263.8208447065,309647.6714579691
222,1.7530145594261796e6,1.5476936449979977e6,1.460840435830791e6,814197.1620076894,235998.43587266884
223,1.7530145594261796e6,1.5539559576900536e6,1.4316790320167723e6,1.3730335538413618e6,316510.9727214301
224,1.75301455942618e6,1.5662401215882744e6,1.7861444065424437e6,1.2052019827467818e6,500418.2183526868
225,1.75301455942618e6,1.5456145879837782e6,1.262301924042204e6,1.0045754715864396e6,526214.431920172
226,1.7530145594261796e6,1.5656189091280778e6,864352.8701589671,703950.95549653,661039.7039302634
227,1.7530145594261796e6,1.5656189092763416e6,1.7876290368528347e6,1.505915253315269e6,1.0148572639707546e6
228,1.7530145594261796e6,1.5819457283479841e6,1.4341247399604819e6,1.4236512783891866e6,681934.0136767477
229,1.7530145594261796e6,1.553983493193692e6,1.2626547299686489e6,690987.5799700803,273659.930032371
230,1.7530145594261796e6,1.5659338536273106e6,1.1241258027727376e6,692554.807781186,292778.7633960558
231,1.7436888729590746e6,1.578339684227284e6,1.227795366254631e6,915578.9565469497,524618.325433057
232,1.7436888729590746e6,1.5647180078087444e6,1.409594434597401e6,1.3021891058176681e6,325903.7038224363
233,1.7436888729590746e6,1.5645287187067065e6,1.063319944794172e6,1.2732716653401684e6,738774.4592706487
234,1.7436888729590746e6,1.5645287187067065e6,850641.8093631789,600770.4562813526,258639.54929714452
235,1.7436888729590746e6,1.5645287187097273e6,1.7632924941826942e6,918667.6140043316,736888.6477310881
236,1.7436888729590746e6,1.5680574005723442e6,848608.3954275022,531572.0072930818,246978.4621029464
237,1.7436888729590746e6,1.5680574005623544e6,847951.9173537579,701364.4988038114,272098.5662992971
238,1.7436888729590746e6,1.5680574005623544e6,1.7607238019094616e6,1.089693235711217e7,1.2742237675666572e6
239,1.7436888729590746e6,1.5680574005623544e6,1.4088573733733422e6,576197.4256961176,562353.9502863032
240,1.7436888729590746e6,1.567968972802016e6,1.407697302821401e6,779271.3834311911,270932.74612932035
241,1.7345213122418066e6,1.5679689727978082e6,1.1849818852299277e6,580249.2018706334,235998.2630979579
242,1.7345213122418066e6,1.558714688083774e6,1.0040564520118181e6,576255.1786184944,247795.7251905391
243,1.7345213122418066e6,1.558714688083774e6,1.1665678317778483e6,780697.0257981303,485547.17269319086
244,1.7345213122418066e6,1.5576459682254707e6,1.8482269727779273e6,4.415538498235631e7,848539.5059393938
245,1.7345213122418066e6,1.5367405741255605e6,1.6984627529280838e6,1.6823708069011187e6,297538.86242222646
246,1.7345213122418066e6,1.5366213060304425e6,1.1575565870604208e6,924831.2951087747,603875.6667422156
247,1.7345213122418066e6,1.5366213060304425e6,1.1606146745331925e6,627941.9272509675,235998.19116816955
248,1.7345213122418066e6,1.536579488930496e6,1.1561228592814477e6,749521.958058045,471151.3454350366
249,1.7345213122418066e6,1.536579488930496e6,1.3709774866394396e6,574940.079432565,235998.2633569122
250,1.7345213122418066e6,1.536503681161697e6,834334.3596544184,819806.9409205365,544939.0092342319
251,1.720355515941786e6,1.536503681161697e6,832305.2350680523,621268.6327197053,235998.10675287223
252,1.720355515941786e6,1.531164512769369e6,1.0146446382473866e6,514883.0372415768,235998.13823940355
253,1.720355515941786e6,1.5310858460352472e6,1.6133246196240527e6,1.3856279262050663e6,526964.3510963719
254,1.720355515941786e6,1.531085846034742e6,1.6688808142130096e6,1.001419154283324e6,524630.0387070368
255,1.720355515941786e6,1.5305351329137362e6,1.1729957569608653e6,1.0609571124812004e6,915402.1615818371
256,1.720355515941786e6,1.5305351329171406e6,1.4140925813125207e6,525146.3564975742,253035.33869330544
257,1.720355515941786e6,1.5303917434484889e6,1.5941476354550677e6,1.3461564125432556e6,524541.2504493935
258,1.720355515941786e6,1.5303917434481177e6,1.7678508263937598e6,1.055257247452367e6,412708.1821782872
259,1.720355515941786e6,1.530189806136338e6,1.58553468333764e6,1.2678542017912567e6,524734.5114606682
260,1.720355515941786e6,1.5301898061368926e6,1.1474330208174642e6,1.0387386875312449e6,524943.902860087
261,1.711593847330906e6,1.5253540566781447e6,1.103419578102873e6,1.0270556831567198e6,524744.4510782841
262,1.711593847330906e6,1.5212938907705848e6,1.0945584716879092e6,631962.5592962331,271133.86455699167
263,1.711593847330906e6,1.5210938140841033e6,1.1662848625198456e6,1.0826246915771565e6,647362.5216728504
264,1.711593847330906e6,1.5210220405193162e6,1.6478088128679357e6,1.3283253248306634e6,1.2332029315523375e6
265,1.711593847330906e6,1.5208706720265704e6,1.600452722472088e6,864335.6546796898,297752.66088757105
266,1.711593847330906e6,1.5208706720265704e6,1.6456012032962097e6,1.4900071781795714e6,264808.52693957905
267,1.711593847330906e6,1.5208637526097693e6,1.1417498510696837e6,1.0088132855826921e6,5.011490595652974e7
268,1.711593847330906e6,1.5208637526098052e6,1.6456012006419497e6,1.3053178646183298e6,1.1991274646371724e6
269,1.711593847330906e6,1.5208429286436616e6,993291.1316348086,704139.3531307065,240540.68586701248
