iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
37,107728.59016935695,112211.53776692935,23868.44116301868,8735.995421945212,20560.316857296755,14411.338181734169,19990.153675623704,9222.405683161878,12908.97645548664,6176.589441152792,12419.510036300786
38,23457.338234974577,38625.269373852294,97624.36675382979,93352.85581171671,22579.124136716033,2259.0959201081846,13092.078849386373,13232.61119833063,4271.739098251941,8855.770496270901,84178.67240373252
39,185555.12346982324,111336.30618045108,86948.47842320414,14945.279733036208,43219.32812564086,7592.779586945064,12843.723279807466,12660.069101004354,34432.1854572376,25210.404853824115,14222.658558709736
40,269228.1131940481,173426.07376908467,88298.96516638619,8789.829864187037,30003.470766222516,31878.25756335685,37927.0996815554,5338.393565610129,45997.545484661765,41263.57249820543,134806.71186330947
41,221901.4161006433,100400.82517648031,154772.09820520505,16306.308133681432,107075.08937833515,16683.83361294655,18389.442530938115,165083.32207921072,114106.78010565518,95168.12078265118,140442.70190648225
42,36861.86390218867,132046.6129672666,164290.0866086773,23578.66323989736,25267.34227329004,19991.182410585257,19888.264100393924,20921.14825292141,7929.342523999373,6368.1951372719695,10662.097410182512
43,100887.87044967298,152337.3652258933,123651.68559863647,109123.89875776443,13473.274023681504,77110.26527244518,19548.24986348944,17651.627359661383,13309.075529831549,14290.236345724321,82320.817926331
44,173357.135245984,159140.16426590574,109858.99999416432,112498.02351113009,8455.584195313133,32238.926073342638,12370.446770087041,8384.91765105739,8937.76457986566,13288.659584918627,12806.654792856307
45,222994.75275252844,136780.8831734874,7570.339982320394,12363.041332498884,10380.746489533683,20821.780327799526,24030.76060280068,24406.851418613835,18229.84129669289,10992.635229587351,5872.669681399223
46,274642.7038675447,113786.95991257443,17600.437480373977,9844.199029327752,52136.725795941915,26545.61158809394,28294.232483728898,16036.611193874402,16155.289808847383,48171.40395342574,6928.441413201625
47,140713.5673904866,110774.33364250329,38144.133388003655,14122.663061966872,11284.122517546477,14686.9379031475,13594.112113762923,14712.996809368218,20163.0839453128,21095.124968864395,8930.529693238805
48,221715.28832801952,59080.8243881047,85702.60150646814,14067.907334260619,8490.440422727186,10653.745351263155,10627.738561459222,12490.799298583992,12189.935132571707,3976.46251917119,7114.877692208159
49,25872.818292577107,12690.23783843193,34748.26850544017,14070.574390786558,6925.516811872288,13032.76621555099,6285.832287696237,16659.89960352937,7500.718854560481,14495.212309852614,14053.360149931907
50,56755.97481286994,73913.41519054634,7060.998977452163,4891.703485550268,11129.046315471825,26578.351943363275,31881.555470420644,14049.30890144396,23753.79368405185,47174.623906331246,83118.32363147532
51,20155.737182723355,77019.87374591743,21161.409531537563,11325.000892208038,18165.91692543574,7227.014182169627,10420.440077426661,6897.9751578971,7036.400550607886,7432.7435491641445,7142.49077030911
52,105765.79557228264,12284.444379822233,18958.62384224089,21008.451204394223,98277.05799839352,89464.79623278239,93268.22975894448,29810.162379146048,80167.68063984651,117192.23962943762,14745.085591466825
53,23409.19028233568,4060.02572249925,15932.521441049445,25130.96164925312,10406.556675514528,14278.202207213651,18712.541160536435,15755.208734858821,10680.086091115676,6499.321295262548,9261.112873224783
54,39537.52515133039,92241.38608743598,17664.286993281123,13890.841696713896,6274.407755116426,64779.08783345044,63098.95714651183,22566.195918854977,18110.152123683176,8624.88029684701,7515.600371428564
55,100333.53293404213,23648.722929160023,8147.158099741707,7445.505888449693,30976.176138523417,17389.39935139422,20169.19940919094,22048.818393197475,31754.31949271682,30552.924137546637,5956.693649691191
56,28247.421326166357,25022.51976415166,10593.146284333325,35991.50728823088,13499.296745270127,17086.29529098013,26900.899144034745,15367.933883380692,12187.84989490314,10792.907716096423,85329.95625708177
57,103179.78652162963,115871.48775978334,124438.02787389616,16829.41477221353,48167.24775102465,31978.864755476585,26938.01695026778,26154.696313990582,19687.046108303715,13299.094234251927,13081.299987066826
58,36651.82573617035,24424.664461564924,6790.375693104306,4047.100439071766,19605.089985266222,11681.599374127656,11323.05144764273,7008.9125934552185,12906.114429896807,8694.700842730264,3119.141344118731
59,16288.848909087234,110642.61315076929,77212.4387819557,31744.505611807395,16113.097851306724,26039.361274328297,22061.557967807967,24316.68048757727,29839.992071239274,23162.863098632766,17686.18201084991
60,30869.870883046748,81633.12409832982,57359.18906198741,89796.86999213105,73069.90842361122,72594.20378830202,14016.870881012012,42380.80483266141,74508.04022405246,83136.71462289119,87358.24999332741
61,30893.709700953368,25448.754987211658,12408.622169457805,10654.463415325776,12539.679874938178,11739.680069620053,27251.975775589304,21280.642687482916,19127.075932077692,7900.172636633281,12861.10314400043
62,46574.900158704586,79583.80959482995,16234.017267105575,55787.97400319088,43407.8642312769,40545.5649682316,29959.460110886514,27053.158802207752,28872.79737727181,21253.72449137135,11541.433812522497
63,22371.644066033343,9489.120615488187,5419.101080725908,14085.008949608375,26247.37541473298,21226.20058713804,24345.365267917074,24742.249391221005,34351.4794680895,6839.494757847272,5716.3526834453605
64,37038.65640689943,101506.50111989133,7623.770403924305,11993.078507917717,11593.274532305413,17917.483657835037,15337.666645417336,16869.260878798992,40332.65963574862,9280.757528577062,85214.67849454048
65,36693.73713616667,84638.06527762847,4457.435354898218,9251.247865790614,10327.921400326308,11772.62775926545,14761.942274579445,32716.7037387673,14307.597300559017,8215.724005857392,84700.87817649907
66,46191.582349616816,76264.00593744121,10119.360897067707,15042.964273328105,16543.597353739227,16842.536447627135,15464.819529368811,13404.67084705229,17378.4051283614,9092.010348115331,9074.727510007606
67,19907.444857258273,56594.19375035395,9343.716648017436,21199.534458642782,6498.285021367235,5830.033514769948,15414.58924890598,14556.773276780374,45711.17900605227,20122.670027169846,13753.167037097735
68,28723.98756993333,40958.138238103,28480.924065154013,12646.131813623871,13114.735414162264,58561.503880897566,63406.20348763304,31435.824844188097,29800.525416617984,21061.64452581056,13250.166989517174
69,48555.219983291514,81126.98071037322,18108.433327520353,11705.489856292113,13777.277164872894,51752.80747286502,82819.79620942764,24048.17319455171,26479.576848295408,3609.116431446966,86492.97210972111
70,19069.620462868323,45797.546961878135,5091.651873484562,13329.30929823803,22031.94936079062,16823.687939695857,18433.565212064103,27205.686747907777,19218.480033713196,19121.798245712307,95868.0495572461
71,29103.461029502872,46991.37061911925,8137.118518039534,24805.93718435652,13780.310117637659,16834.492571751918,20692.732130292447,29168.00289255826,19808.28541663303,16026.318642264709,84826.90914915862
72,100097.36752339489,30978.662181085117,10492.789369668004,13473.010951562408,19465.485636283796,18437.634627199925,19335.444654040202,21783.25206680799,21308.080983427488,19116.554405699902,85437.43522339365
73,28781.99063848073,7276.115605101533,4966.693322235106,16802.39575106659,11024.456317261194,9125.363609246964,12729.426196612167,14669.549078057096,12940.4048832994,10719.656689557714,4935.303345615911
74,18774.87193577496,25259.74413552351,7855.007684732433,16682.315394335314,12102.213350327816,19436.783891084197,22966.751292235764,25085.9632407169,29368.665492099415,15652.613240368815,13517.645908392004
75,26434.628308536114,83720.08552091218,30300.660844364495,26040.140381361816,13249.848508051256,19349.231506610322,24869.41559365929,17131.93906126488,9160.03285349906,10136.644047623726,5618.454088965379
76,16615.560444699266,7921.36708538303,8946.690211936419,15095.168476086843,13119.446797303834,18363.447087401935,21458.559513459022,14239.422919258153,19011.206423292322,14507.990303325212,4652.408686530782
77,24825.59596818693,84992.14726377786,13985.882368655384,11161.731460637668,16351.877215393033,17607.380247564186,18718.481802899245,21328.573944227726,29610.997802453272,15030.823855092302,12753.633380663741
78,19174.12633200574,8432.740732282615,25813.397024581165,14051.00781207766,9151.638076950603,18614.897340047093,8140.432015768798,17811.859338961207,6489.723179867186,12170.000474015063,14424.040206709478
79,29252.977783053,29970.76593504692,13423.371017936644,38406.400501762415,24319.66296841183,24372.18319321424,28424.90899519637,17557.22047139601,32968.9065619875,24854.742944871774,11705.37732989438
80,31434.83079856157,82444.93097292427,7979.539975737712,10282.235462481012,10147.45580601579,10322.965926410054,14000.94012870486,16613.060890345965,27585.160910489627,13766.721383449372,6285.712182246591
81,30859.029532549794,19313.523925430545,15471.848515772457,7305.393690624678,17743.35482871065,15184.244172232928,18348.191448143272,20215.176551640066,14570.379449942422,20182.862869484237,8183.04434515847
82,25075.972158391614,83020.73209807507,10198.697255302599,9707.63014697083,13499.10562291491,18810.087588069142,19114.07161292377,24149.87557089727,18514.57187154932,8226.531082813204,85651.84560482457
83,20002.424879475973,13272.179061022793,5206.270663172271,11491.489135483102,7316.591281126861,14409.184110378525,28160.75303715583,21545.66847173796,15114.23685412993,13392.166305245666,86643.75115193984
84,100757.60612651777,46753.52374739225,11782.409398823245,2627.895277390556,16546.370709800747,18954.059259975966,8872.001151455908,24221.806430100685,18396.080236766,24083.48451497983,11672.793690645936
85,18188.26182209947,14376.941009443228,10904.248224997125,6326.704713396193,4286.4708721486595,23637.801780415786,24588.478148841325,14999.364712761111,12181.614894629614,17015.941656998675,258039.41176203964
86,39069.1542935121,82080.30734252762,23343.275253525135,21755.756952052136,8872.993052182392,16724.65618207146,25332.736888065876,35589.95657537546,22943.675561439984,17321.42691084496,14266.93325156994
87,29139.155725171455,27952.36538161264,8693.796178174414,12543.729487005212,7171.652187979681,18368.52144080457,19882.83487087629,26522.08115112152,15756.925417735567,12618.369775946043,86496.46760433486
88,16370.045171264526,17809.712859069306,34183.60769305705,7697.736615574967,3745.4008481107353,28801.690601787373,69967.88163527013,73996.27101690865,28276.94803444912,18695.8836109318,85394.54672247363
89,19013.651159186684,72813.48580187926,48372.37962151897,21705.623582622608,18613.673409901385,21091.96656487671,35587.34113263607,34473.70612028772,35058.32300700795,30022.050099475506,83329.41725992755
90,28143.618820144507,17371.476076445113,20846.794732952694,7586.665418719226,28575.534417793417,14455.709802550278,23401.480799306548,24198.364598859087,20080.817109599207,14189.099295578451,85918.41660386033
91,29564.556974481948,16802.825157592553,84327.00329275665,5826.9400376227795,5050.39802865336,19629.896413545655,15938.496665658125,22820.65390959154,23356.93372253042,19104.065917369004,85424.11265372486
92,18013.24356880907,93915.93203248108,84004.37967749199,19768.57949354758,13064.683336304372,14794.154411292862,20596.330312113423,16973.138224043527,18220.538788787817,16501.95643523152,233636.8089033252
93,18746.27491181225,23638.53760161833,22641.01698334396,5248.203759423911,15104.828574112064,19378.391409406027,19834.09092342749,30869.004194181507,23864.048461702176,23358.68770640362,2206.4478546317637
94,25213.36680454802,90482.42050685817,10320.231911653933,7503.596423270787,12998.695043602002,5647.255789199606,27954.41929489101,19585.50412970349,20624.454412709518,17834.43564440734,12409.84980644738
95,30054.444191173632,21542.714984384664,7302.664578230405,38576.63349194227,4340.932807453103,7319.160398677061,8490.892633250753,13993.138391414255,12924.115777050923,48849.33109185777,8083.586621996069
96,29335.817890660903,8462.905958085794,17348.48959707589,11148.728339282792,10845.40249011338,13568.48703430685,22235.13903558595,26951.634029020435,12627.63644015098,15184.868132859829,85067.65334996997
97,28074.439048600638,37591.5242958921,7393.794165938629,7289.409787029849,24104.346047092098,20467.636754057916,20435.640916059634,27872.730005157133,18346.432846081396,28438.722532965683,40353.22225609165
98,39014.3364703069,85426.62723537217,7514.318930927392,14227.333439153534,7733.672833197568,11960.469244668215,43600.26404261429,17964.851800400964,17850.18025207655,45199.944465060194,11423.350350909985
99,29810.476929559383,26840.12700678228,12478.355838521458,10511.184976408324,15848.548648512186,10215.454239878733,24746.412960761587,22372.3408361744,29052.6050258431,16495.681914046047,4717.332198102218
100,28476.970265754604,85959.66494056376,20494.430694580093,18896.83300758244,11268.451755832695,13744.00736992214,24596.926458392827,30507.363645770052,22830.4110953724,14701.335934905308,5688.053220468608
101,16957.90664289791,34477.79590040587,14903.03889405362,16823.824354577682,27059.751463138193,25336.61957295036,16775.806965774784,15905.927287856937,8669.266273134655,12753.523447539097,2686.7215256282807
102,18029.439860277616,21303.163427856998,10031.917219903888,5513.093479761864,19694.518806561813,13558.466131264893,18282.70268870817,22833.457117327598,24898.721779666204,14713.876414958566,3075.354744272595
103,99931.46845860712,63388.031263504796,15286.0926783528,13775.615792735298,23363.1276670377,20401.55569206029,29302.120169159472,36657.004616532045,29876.243974076166,21031.54047542087,46740.00077643413
104,28199.61681111274,10993.431452219316,14627.890079938126,18373.447325669335,11628.675386731069,16846.644803145646,17963.168315985597,18108.191543552384,24352.530021969967,19458.923804065686,13986.590701217434
105,29139.15572517146,50756.11730270248,22614.862418406097,17261.63044230058,19625.66636510989,64389.59384710653,83657.64773392398,31473.496962224446,31621.435130142905,27736.336001601314,43232.762797175805
106,19065.700496146685,17892.154803953013,36405.88915598793,21018.47699716719,20215.76916314575,16928.126059859715,19094.909350502163,24466.896986910637,27812.61987421025,10016.550617511035,6622.722988974081
107,26053.01504606151,91405.72686670734,15679.061568762134,11878.897215520146,22453.453244729808,21723.826761992445,15098.072073804555,25948.447278258926,28017.147011984693,38186.9305132948,7978.704043893833
108,30342.69067944734,5799.939958164132,11765.411688038359,6418.069588886979,10602.835873706983,15247.601088453703,11583.782223415896,14806.87340992674,13359.239103941232,6668.064288971067,82723.46835735513
109,28796.29752752239,18654.125858459116,11055.899760090122,27964.291192250337,15866.81714983689,13665.21194603077,15590.49208529754,21290.315490814926,10968.135582165301,6924.039824727436,85081.78284716477
110,18758.520815971635,19175.724190827546,28581.4208192417,3458.9476317194635,16672.85759094347,20376.73382001643,23078.17803236052,34131.679412487545,21632.48498487666,13928.312877513354,3165.3083170789396
111,30465.985914217967,4499.293558860476,5333.532272694229,10928.170299105945,18010.719429270746,10174.21422252507,16087.239715060652,20643.533310581835,27362.373672151607,12317.607962505404,85630.0644541985
112,39146.79587988615,35562.581119042414,86930.29097795842,4486.159936174253,19855.03849936438,18103.48838644052,20490.367952409317,21692.741780202217,18414.884272647494,13023.396881199125,94638.17679274055
113,29563.32584606259,91553.25519672349,84252.81947783689,7506.3630589915065,13209.781494626364,9867.58365621001,19362.24425225668,23560.650725330757,25889.84153872614,20465.619413197524,84382.24811364913
114,18445.223860475748,91043.69313464603,84506.85101460354,8275.053511854416,24875.73047341531,16695.497188976635,20826.97266292373,21058.724586358603,27471.19873509589,17329.084445559878,12035.846654891438
115,22528.545315653435,92528.70354173085,84422.83173814596,5695.469874692467,17903.134505525166,16830.084538499956,22344.92734746889,30320.980431413867,23370.649388710226,23694.46813682315,2711.285309005544
116,23482.32990441962,86745.89427785798,84137.03244902252,7869.917322669782,15525.249323248929,15957.730891709101,16502.408935763695,19548.342808789388,15410.58286307979,12905.261313014962,85823.21167775137
117,30256.497745527493,10333.544594459183,84931.5279459567,22358.921699981925,12472.965161346958,10939.653117187425,16172.173185970933,14669.660594534917,27102.42352998499,7994.744394316179,85174.7517374479
118,28199.61681111274,13836.722648774175,5698.127801182827,4712.320188263589,10292.38270204939,11142.70232843631,21168.526997090095,31532.693237043175,16451.4630996678,15516.385371876404,8072.14024119151
119,98453.76261403479,39540.692867789185,14657.392703372961,22984.222623497273,17541.529636185143,36405.63089881761,29024.56379163005,30753.15367193408,32893.35466125718,28403.285543184713,43490.3587582731
120,27468.941480989164,90193.3079453288,6507.260251966888,12018.6236396521,13106.250114454282,6658.535441794415,13669.365364327099,28270.072777936417,22313.666776579117,17723.116902265294,5923.697740268156
121,17389.733894146888,31139.463081579124,15047.746898346324,7585.203369238318,15099.48263605421,20981.80597919395,22453.721238008682,24290.236707384887,23367.88217244593,17948.581237814084,6047.874918489554
122,29768.43817192619,8511.714581333086,18037.9478034565,9097.81975414229,7382.102004327648,23230.503516789166,26237.929554418744,22850.006343552166,26863.732543428763,18523.694542654965,12785.526124968024
123,27058.39336205205,86856.12132769907,41623.29548674742,13471.445308428221,17818.23571982465,16247.184866917229,23961.737362794014,20963.001151293203,21948.071491520786,16596.25753063536,85097.50504645788
124,28199.61681111274,25790.268224463,16834.942413964294,8309.415138276432,16123.082179400384,20410.50184910359,20193.136765087962,16548.51805855871,15341.93745302893,17237.63029380161,85883.53028787744
125,25089.104338822668,86944.25396929665,18387.817692015673,5613.40482810756,18293.07177168419,13880.056793875683,13888.657540959346,23017.840297800438,30464.731747419588,21140.83783495274,85172.72870926281
126,18196.79248299658,20364.28375231404,44885.864218776594,14335.129602832081,11430.289369270058,23288.775389645623,24622.212229557303,29198.5593130887,31823.71811942368,19125.94146782623,2234.3493056540683
127,29455.171627950647,54244.931173094534,83925.1165307516,27731.70173576614,26814.227752589206,24393.663908192368,17415.538748657094,18011.996242487643,21345.025806448604,15204.16488938219,8055.965028269876
128,29139.15572517146,93734.77685840604,84202.0961151997,19638.47514377487,11112.110688033203,14015.306849822344,31293.566007942685,25446.386559892893,12337.804700602186,18349.034171792748,83854.99908865536
129,26645.57711967584,86656.43179176498,86392.60341867075,3885.2782348373767,31885.455263682918,16032.355714057285,16792.300204348518,21918.372125938546,18370.91920162531,11522.999036549925,8950.803902345411
130,31227.387691974025,83067.32664292607,8841.778820144644,18225.816574087825,18463.465808082565,13350.695633149042,24291.893139884945,17106.06936154177,16426.73631526993,13448.787644082418,5250.126970873397
131,28279.093604526865,16677.903544848024,5465.617984260903,19163.10091229573,6841.582777408957,11785.290188025996,16116.392821234871,10700.033416402619,17524.609891252283,14597.01037803362,4556.683873071067
132,28074.439048600638,14732.715719089838,17009.12389561928,5881.3047831143185,10794.318235924351,2888.1833731041756,16534.77810662945,14749.822873776198,26148.075031410965,13530.705500247961,82659.41424431738
133,36111.643742102635,31837.81371538464,83738.11392352343,13938.658646597118,16631.20131030096,7568.521974569084,23454.395157572526,21800.33610615411,26641.324772821674,9726.522696342252,4419.983852872542
134,29252.977783053,48314.18251437251,9340.695808183345,12049.971092264072,14940.234310616448,21782.3325512867,26754.700823453215,24915.91819711704,26227.120651960206,15985.362200016705,6092.252612729985
135,17122.7017886994,11134.605702644758,21653.779050654957,28306.64382606252,20795.47824519068,22245.46912772754,19952.510443530104,24720.947231571194,26876.712216375883,24594.868380037013,9801.970360433317
136,18424.589708482992,8541.445539754915,7753.215779512927,18533.269508684672,13086.410167600257,28061.246802214064,22624.83555937654,17095.907377618452,19530.758214528723,17057.378875264232,4066.5130383520705
137,24091.946304829256,84227.8026987372,23546.339587526236,6069.363024494656,12545.40352240403,11079.70023685669,10790.062549399752,21491.582864247674,17679.99951558035,10068.639556747277,10030.196720231406
138,17389.733894146888,8456.118695127283,7384.766065029638,3342.8746732371005,13240.53999041533,15738.74844311153,17556.768472984302,17628.005211346463,11939.33008306471,15600.056903631408,4390.133090307479
139,34508.56161406746,89255.08432296556,8654.170425475188,15294.330201787827,7831.730420906561,15369.32455013977,15951.772250811931,21889.37509186913,21142.040397538705,17854.06694986889,6762.275942002415
140,18215.790558628054,23383.49464137863,15418.326840419697,12313.468684895439,19264.12340411147,13095.242531761647,21278.921965281083,17681.593851170925,22500.455735457515,16099.194650562378,4077.2109546956026
141,29103.461029502872,4009.0593293015413,20788.476769933943,30158.72096867935,6159.835654192992,9584.140040398883,10289.846244807157,25813.978548632273,11933.213083049368,33301.875518911314,7805.162049117233
142,29252.977783053,8430.779789905338,10495.687148960174,10378.709597470963,8857.47894581856,13163.8189074481,16815.17661774308,13778.521158544825,24888.696388576205,12621.49893734713,4539.736195004608
143,38798.344883384,87353.74402907657,6577.999349365016,15216.903472397034,3847.274346766552,21161.717974834573,19725.82268801204,22133.269829527468,18831.712366197647,17062.64287418418,2851.6755057426517
144,17389.733894146888,42872.854943498365,5519.489226795026,14365.399548394751,12944.292841308988,15884.447527784667,24802.99339407478,28087.69312971523,78009.49517675929,103653.06271619357,21527.63222228728
145,31848.296184240276,36870.881706543805,83739.77898978359,2499.7051732717055,14991.294125584902,26924.601234880214,21292.540401499384,24170.45931846774,23919.35900430309,11134.934855284695,4408.722234387347
146,18196.79248299658,100819.73474427608,88996.13275455062,11759.409435982281,6397.463967747018,16896.55692452983,15386.278377178262,42145.36103245099,14255.472445951897,9798.942020275488,8658.03131697706
147,29252.977783053,30555.247537385258,26466.48257939398,9636.687711333389,14012.51332275928,17107.41623043022,25653.548160881575,23393.55869269855,19676.567167669742,7187.17031914823,87227.25914191814
148,28143.618820144507,32542.83804181822,4839.831230712663,18355.51282404631,13534.020691786847,13868.702574865632,14233.601997116688,26992.86795228641,27843.93685382478,17164.473318721826,86017.79120749646
149,31755.629695014228,86225.27954880762,20713.639068182383,5796.355418155333,10465.871520317743,9022.379678779831,26483.01270270289,27453.761485132585,27343.780067045787,18939.583139213573,85488.00082635354
150,29768.43817192619,22057.517296423965,12674.985210742609,8759.629631463198,8697.582428530124,13546.6681353827,22886.795376758462,20967.814190358455,19057.243392730958,15372.653361797415,3365.620322981246
151,30061.602062266258,92877.80525416532,7637.903133964492,12328.830341492956,14665.87697077505,111591.85539333915,36333.77161240084,45415.16666595279,38965.86816498377,98194.04911896941,20948.784327868103
152,18911.404401098138,29206.581556949175,10185.935165312612,8973.105620111191,24250.762941254492,13850.746266724116,17810.852927427764,26709.88274662335,10520.733504279135,21203.82459177089,12728.801575171481
153,29139.155725171455,10446.132637663824,9086.965295416665,9624.823129429247,12105.893398751297,11331.710280721092,13424.53064614072,27882.53175633305,24787.080746190255,9176.026525190518,20199.88148193978
154,25199.08583776197,85852.06044700535,8723.184837739946,16916.42278749045,19567.865634331418,12618.200369872702,13956.902615515093,17112.40060580086,14663.872485116539,3321.6507247084,8746.6800416007
