iteration,time_primal_forward,time_primal_backward,time_dual_forward,time_dual_backward
1,0.0,0.0,1.877466668,0.065302432
2,0.0,0.0,0.211557294,0.066152413
3,0.0,0.0,0.235083741,0.055266087
4,0.0,0.0,0.127879333,0.065375621
5,0.0,0.0,0.3341447,0.065020982
6,0.0,0.0,0.115898732,0.069834828
7,0.0,0.0,0.242220476,0.059728254
8,0.0,0.0,0.266817482,0.071560694
9,0.0,0.0,0.254759568,0.071093808
10,0.0,0.0,0.21032927,0.080444942
11,0.0,0.0,0.234816622,0.060132688
12,0.0,0.0,0.222486096,0.068788319
13,0.0,0.0,0.240435345,0.08471312
14,0.0,0.0,0.310671706,0.080851569
15,0.0,0.0,0.270364259,0.081035004
16,0.0,0.0,0.247305842,0.067550893
17,0.0,0.0,0.378845242,0.07152995
18,0.0,0.0,0.451074939,0.070100484
19,0.0,0.0,0.180864724,0.074676374
20,0.0,0.0,0.455331348,0.074296627
21,0.0,0.0,0.312118055,0.111467295
22,0.0,0.0,0.35629152,0.133521653
23,0.0,0.0,0.510184245,0.061010684
24,0.0,0.0,0.393256736,0.148496453
25,0.0,0.0,0.44366214,0.082021464
26,0.0,0.0,0.536688782,0.118219549
27,0.0,0.0,0.515760578,0.081192414
28,0.0,0.0,0.487085136,0.085020246
29,0.0,0.0,0.325772794,0.078895976
30,0.0,0.0,0.468304411,0.088919548
31,0.0,0.0,0.468261573,0.096580794
32,0.0,0.0,0.469688286,0.133905143
33,0.0,0.0,0.516820545,0.104577222
34,0.0,0.0,0.503057049,0.155442077
35,0.0,0.0,0.548593155,0.238580743
36,0.0,0.0,0.399230408,0.105631973
37,0.0,0.0,0.342471759,0.097894836
38,0.0,0.0,0.2356797,0.105778557
39,0.0,0.0,0.405103499,0.097544364
40,0.0,0.0,0.813468158,0.121120801
41,0.0,0.0,0.663861425,0.131303684
42,0.0,0.0,0.586522609,0.114373098
43,0.0,0.0,0.445637489,0.096575286
44,0.0,0.0,0.484876483,0.125233279
45,0.0,0.0,0.472253767,0.198274339
46,0.0,0.0,0.675427731,0.124148842
47,0.0,0.0,0.485194371,0.205989306
48,0.0,0.0,0.577861116,0.157488422
49,0.0,0.0,0.279072965,0.100212617
50,0.0,0.0,0.536568996,0.092582231
51,0.0,0.0,0.439034242,0.106610281
52,0.0,0.0,1.172499891,0.15462186
53,0.0,0.0,0.730800275,0.192203999
54,0.0,0.0,0.508564379,0.177256549
55,0.0,0.0,0.581412567,0.198751653
56,0.0,0.0,0.745997916,0.157489473
57,0.0,0.0,0.68266015,0.147738603
58,0.0,0.0,0.767731009,0.1402385
59,0.0,0.0,0.464767928,0.151483626
60,0.0,0.0,0.473705957,0.12821263
61,0.0,0.0,0.612325531,0.197509026
62,0.0,0.0,0.597052993,0.165953252
63,0.0,0.0,0.485665444,0.239682553
64,0.0,0.0,0.453547897,0.122587508
65,0.0,0.0,0.298930354,0.176375617
66,0.0,0.0,0.410883961,0.141636127
67,0.0,0.0,0.403414541,0.100491747
68,0.0,0.0,0.640424758,0.121793026
69,0.0,0.0,0.712717686,0.141009439
70,0.0,0.0,0.484152183,0.093064813
71,0.0,0.0,0.35983977,0.13419671
72,0.0,0.0,0.298919949,0.122004211
73,0.0,0.0,0.723525252,0.164589554
74,0.0,0.0,0.446661003,0.172733623
75,0.0,0.0,0.502841531,0.115662042
76,0.0,0.0,0.272319708,0.13336283
77,0.0,0.0,0.437661063,0.133911894
78,0.0,0.0,0.528316997,0.121586992
79,0.0,0.0,0.779736513,0.125107095
80,0.0,0.0,0.590376888,0.147486202
81,0.0,0.0,0.369631919,0.108063603
82,0.0,0.0,0.52239062,0.182111928
83,0.0,0.0,0.435002474,0.152784215
84,0.0,0.0,0.340976844,0.097468984
85,0.0,0.0,0.787347324,0.156194019
86,0.0,0.0,0.830962017,0.125186508
87,0.0,0.0,0.386484582,0.136511207
88,0.0,0.0,0.628222705,0.21074571
89,0.0,0.0,0.444094244,0.142364322
90,0.0,0.0,0.670851829,0.20198048
91,0.0,0.0,0.566644493,0.201539259
92,0.0,0.0,0.593788276,0.163318659
93,0.0,0.0,0.621556298,0.145678645
94,0.0,0.0,0.574778155,0.175684094
95,0.0,0.0,1.007750137,0.151355776
96,0.0,0.0,1.024751412,0.168312571
97,0.0,0.0,0.810440421,0.139580995
98,0.0,0.0,0.415065701,0.139767013
99,0.0,0.0,0.838171951,0.177962611
100,0.0,0.0,0.596391496,0.124826545
101,0.0,0.0,0.912418336,0.170325229
102,0.0,0.0,0.52050487,0.158363252
103,0.0,0.0,0.773519304,0.153348277
104,0.0,0.0,1.16167894,0.140726327
105,0.0,0.0,0.807997822,0.135155187
106,0.0,0.0,0.683058681,0.092968788
107,0.0,0.0,0.486969695,0.121916818
108,0.0,0.0,1.424327519,0.188148993
109,0.0,0.0,0.475334884,0.1860756
110,0.0,0.0,0.724264047,0.147091688
111,0.0,0.0,0.931835298,0.183060847
112,0.0,0.0,0.774273704,0.128285842
113,0.0,0.0,0.771920545,0.156615591
114,0.0,0.0,0.478418028,0.168908634
115,0.0,0.0,0.550390767,0.265165371
116,0.0,0.0,0.765204241,0.18646283
117,0.0,0.0,0.550056748,0.150800241
118,0.0,0.0,0.455925569,0.153717402
119,0.0,0.0,0.820905244,0.117278053
120,0.0,0.0,1.027688058,0.2100555
121,0.0,0.0,0.604079571,0.190828164
122,0.0,0.0,0.912348071,0.161643702
123,0.0,0.0,0.785998103,0.19095078
124,0.0,0.0,0.667231459,0.207251135
125,0.0,0.0,0.624692232,0.125839877
126,0.0,0.0,0.802775428,0.220637802
127,0.0,0.0,0.814317666,0.196953699
128,0.0,0.0,0.657827451,0.167835182
129,0.0,0.0,0.496970126,0.188424585
130,0.0,0.0,0.645092908,0.173635825
131,0.0,0.0,0.454505398,0.127915851
132,0.0,0.0,0.54628819,0.175934266
133,0.0,0.0,0.768432185,0.149983305
134,0.0,0.0,0.511324113,0.146313929
135,0.0,0.0,0.441763153,0.149547312
136,0.0,0.0,0.892330266,0.234804895
137,0.0,0.0,0.910472653,0.148285007
138,0.0,0.0,0.787690555,0.215452547
139,0.0,0.0,0.504864611,0.169608496
140,0.0,0.0,0.400014478,0.15147344
141,0.0,0.0,0.727852255,0.120425234
142,0.0,0.0,1.051929205,0.142528315
143,0.0,0.0,0.74372466,0.154019208
144,0.0,0.0,1.173255772,0.308768933
145,0.0,0.0,0.657387234,0.204181759
146,0.0,0.0,0.946924137,0.171495921
147,0.0,0.0,0.531641321,0.150104129
148,0.0,0.0,0.990464068,0.194962885
149,0.0,0.0,0.820941029,0.177326331
150,0.0,0.0,1.131651377,0.213542238
151,0.0,0.0,1.19831122,0.213051612
152,0.0,0.0,1.180942385,0.14499521
153,0.0,0.0,0.750941058,0.142136078
154,0.0,0.0,0.899921596,0.262945367
155,0.0,0.0,1.101786042,0.217263837
156,0.0,0.0,0.733580535,0.198737516
157,0.0,0.0,0.726570133,0.184078395
158,0.0,0.0,0.939823984,0.218971466
159,0.0,0.0,0.959597643,0.148140072
160,0.0,0.0,0.672876687,0.15964847
161,0.0,0.0,1.01445713,0.288108515
162,0.0,0.0,1.188918511,0.174823757
163,0.0,0.0,1.242969648,0.194118834
164,0.0,0.0,1.697598364,0.172958997
165,0.0,0.0,0.66212529,0.145937672
166,0.0,0.0,0.961829693,0.136611581
167,0.0,0.0,0.834556226,0.133178576
168,0.0,0.0,1.327482041,0.156654231
169,0.0,0.0,0.86221412,0.150593482
170,0.0,0.0,1.031921034,0.162768605
171,0.0,0.0,1.006525835,0.190335903
172,0.0,0.0,0.599600014,0.124130241
173,0.0,0.0,1.138285438,0.198001898
174,0.0,0.0,0.803826326,0.154206113
175,0.0,0.0,0.516757963,0.208973572
176,0.0,0.0,0.74569072,0.150270558
177,0.0,0.0,1.121180438,0.148163832
178,0.0,0.0,1.073518582,0.205414683
179,0.0,0.0,0.853556359,0.154399616
180,0.0,0.0,0.708936857,0.140947955
181,0.0,0.0,0.84694155,0.158594568
182,0.0,0.0,1.161633659,0.199122168
183,0.0,0.0,0.955289041,0.170291821
184,0.0,0.0,0.478040028,0.200934021
185,0.0,0.0,0.901578331,0.26044248
186,0.0,0.0,0.880371405,0.172972812
187,0.0,0.0,0.63863307,0.183527928
188,0.0,0.0,0.999046624,0.19735786
189,0.0,0.0,1.028076006,0.191426378
190,0.0,0.0,0.856258143,0.139600283
191,0.0,0.0,1.761275782,0.196684469
192,0.0,0.0,1.077319063,0.148948603
193,0.0,0.0,1.377139638,0.159418541
194,0.0,0.0,0.832240618,0.170702489
195,0.0,0.0,0.984790336,0.168923782
196,0.0,0.0,1.053857977,0.149695274
197,0.0,0.0,1.51463762,0.225255977
198,0.0,0.0,1.215080371,0.165987004
199,0.0,0.0,0.732217254,0.125616578
200,0.0,0.0,1.201839253,0.157418413
201,0.0,0.0,1.480494701,0.142628063
202,0.0,0.0,0.759347185,0.148695439
203,0.0,0.0,1.487244047,0.155053137
204,0.0,0.0,0.783001702,0.128988013
205,0.0,0.0,1.092578,0.192653253
206,0.0,0.0,0.817791057,0.152238986
207,0.0,0.0,1.463295574,0.202570227
208,0.0,0.0,1.067134135,0.174063729
209,0.0,0.0,0.564934508,0.153000315
210,0.0,0.0,1.40315545,0.318663638
211,0.0,0.0,1.474534295,0.170839125
212,0.0,0.0,0.726601696,0.214542664
213,0.0,0.0,1.177921551,0.200075489
214,0.0,0.0,0.886007415,0.143647945
215,0.0,0.0,1.290517894,0.201450762
216,0.0,0.0,0.790839759,0.157006877
217,0.0,0.0,0.735157126,0.148204976
218,0.0,0.0,1.524567709,0.219297661
219,0.0,0.0,1.260972721,0.158680102
220,0.0,0.0,0.927783032,0.135642701
221,0.0,0.0,0.714111194,0.147943921
222,0.0,0.0,1.05091907,0.204235447
223,0.0,0.0,0.722184153,0.220634776
224,0.0,0.0,0.915781423,0.165897219
225,0.0,0.0,1.059043116,0.230734679
226,0.0,0.0,0.902201459,0.203704124
227,0.0,0.0,1.008923759,0.213106104
228,0.0,0.0,1.11858036,0.227268286
229,0.0,0.0,0.874685499,0.179424903
230,0.0,0.0,1.397803704,0.199270751
231,0.0,0.0,0.966215809,0.183874992
232,0.0,0.0,0.690940197,0.184258949
233,0.0,0.0,1.165010482,0.201769354
234,0.0,0.0,0.884692757,0.162801062
235,0.0,0.0,1.415909242,0.24575846
236,0.0,0.0,1.078614581,0.157170731
237,0.0,0.0,1.221521239,0.20766771
238,0.0,0.0,2.030488072,0.228424744
239,0.0,0.0,1.011042892,0.163068277
240,0.0,0.0,1.310818958,0.158617369
241,0.0,0.0,0.907673252,0.178001216
242,0.0,0.0,1.10093964,0.171195175
243,0.0,0.0,0.722670765,0.179304877
244,0.0,0.0,0.80449689,0.159626139
245,0.0,0.0,1.33521558,0.241424673
246,0.0,0.0,1.755320923,0.21631396
247,0.0,0.0,1.583348362,0.222199236
248,0.0,0.0,0.862317727,0.159863397
249,0.0,0.0,1.150907725,0.21145381
250,0.0,0.0,0.912184902,0.181855266
251,0.0,0.0,1.238153523,0.177887995
252,0.0,0.0,1.147521503,0.212645363
253,0.0,0.0,1.315109158,0.208624993
254,0.0,0.0,1.25702392,0.154802009
255,0.0,0.0,0.876787149,0.181037471
256,0.0,0.0,0.962392679,0.203589341
257,0.0,0.0,2.066449595,0.193437603
258,0.0,0.0,1.189250272,0.189864676
259,0.0,0.0,0.781769885,0.151471834
260,0.0,0.0,0.956385353,0.146475759
261,0.0,0.0,1.005626921,0.16375047
262,0.0,0.0,1.178736488,0.223632864
263,0.0,0.0,1.537581165,0.189061469
264,0.0,0.0,1.045420141,0.217811569
265,0.0,0.0,0.944739985,0.197333725
266,0.0,0.0,0.84732697,0.178088366
267,0.0,0.0,1.085926655,0.185468465
268,0.0,0.0,1.075182383,0.163454982
269,0.0,0.0,1.971452063,0.273190828
270,0.0,0.0,1.316034844,0.194083906
271,0.0,0.0,0.969299299,0.192834694
272,0.0,0.0,0.527084517,0.159163086
273,0.0,0.0,0.881678133,0.160307644
274,0.0,0.0,1.063110066,0.179640171
275,0.0,0.0,0.785659492,0.199643221
276,0.0,0.0,1.084729066,0.167059135
277,0.0,0.0,1.002427103,0.200906929
278,0.0,0.0,1.274092259,0.23300309
279,0.0,0.0,1.752649044,0.204945819
280,0.0,0.0,1.024309129,0.232271326
281,0.0,0.0,1.058611136,0.172278812
282,0.0,0.0,1.487192997,0.302961606
283,0.0,0.0,1.008092033,0.177393647
284,0.0,0.0,1.727389339,0.225078772
285,0.0,0.0,1.051083376,0.191973833
286,0.0,0.0,1.214701301,0.161319167
287,0.0,0.0,0.855644961,0.171666331
288,0.0,0.0,1.499076464,0.173858997
289,0.0,0.0,1.411600427,0.155859566
290,0.0,0.0,0.952498788,0.182548439
291,0.0,0.0,1.843520613,0.280250662
292,0.0,0.0,1.107192534,0.20194323
293,0.0,0.0,1.314300803,0.154342834
294,0.0,0.0,1.136168984,0.190043712
295,0.0,0.0,1.07292753,0.195410013
296,0.0,0.0,0.858371818,0.17399972
297,0.0,0.0,0.881544808,0.198387541
298,0.0,0.0,1.813714212,0.251294194
299,0.0,0.0,1.943891186,0.196639975
300,0.0,0.0,1.711533396,0.187956882
301,0.0,0.0,2.038597627,0.216740633
302,0.0,0.0,0.836169756,0.177034133
303,0.0,0.0,1.056701532,0.198090468
304,0.0,0.0,0.808247302,0.208773756
305,0.0,0.0,1.067079033,0.215387799
306,0.0,0.0,1.025284297,0.271156212
307,0.0,0.0,1.281386857,0.192342335
308,0.0,0.0,0.914952372,0.233229638
309,0.0,0.0,1.109538101,0.161911275
310,0.0,0.0,1.044800331,0.264370071
311,0.0,0.0,1.282162893,0.284443218
312,0.0,0.0,1.068384876,0.225489271
313,0.0,0.0,1.019365404,0.291959558
314,0.0,0.0,1.149769943,0.23288864
315,0.0,0.0,1.191853703,0.207277487
316,0.0,0.0,1.230627739,0.257504382
317,0.0,0.0,0.971529179,0.202974018
318,0.0,0.0,1.407940036,0.215279643
319,0.0,0.0,0.972890374,0.16522086
320,0.0,0.0,1.112141906,0.179017451
321,0.0,0.0,0.77295564,0.232407011
322,0.0,0.0,1.053701813,0.197331218
323,0.0,0.0,1.579500513,0.190672377
324,0.0,0.0,0.97477461,0.249639192
325,0.0,0.0,1.095593539,0.238888997
326,0.0,0.0,1.479549239,0.196245503
327,0.0,0.0,1.450107372,0.213773419
328,0.0,0.0,1.31323155,0.224841837
329,0.0,0.0,0.912693831,0.217741267
330,0.0,0.0,1.320671317,0.248872851
331,0.0,0.0,0.746647254,0.219002613
332,0.0,0.0,1.601052643,0.201284293
333,0.0,0.0,0.640410596,0.233590726
334,0.0,0.0,1.190752353,0.174213898
335,0.0,0.0,0.720505748,0.18526684
336,0.0,0.0,0.899941368,0.182232039
337,0.0,0.0,1.463304993,0.284936346
338,0.0,0.0,1.328199394,0.248863809
339,0.0,0.0,0.752128103,0.189782617
340,0.0,0.0,1.434277517,0.18918534
341,0.0,0.0,0.53587265,0.210353909
342,0.0,0.0,1.267055684,0.225527108
343,0.0,0.0,1.191891484,0.200811145
344,0.0,0.0,1.245838884,0.325828969
345,0.0,0.0,1.444438175,0.280527793
346,0.0,0.0,1.175502904,0.231006058
347,0.0,0.0,0.930003921,0.205900906
348,0.0,0.0,0.967774528,0.19082271
349,0.0,0.0,1.362802983,0.273416359
350,0.0,0.0,0.800991622,0.223830256
351,0.0,0.0,1.173758288,0.274373006
352,0.0,0.0,2.128365783,0.241018422
353,0.0,0.0,1.360258928,0.203594639
354,0.0,0.0,1.397553368,0.219893022
355,0.0,0.0,1.246256272,0.201576998
356,0.0,0.0,1.244752826,0.300705521
357,0.0,0.0,1.183959848,0.264471571
358,0.0,0.0,1.547026199,0.336579722
359,0.0,0.0,1.414305896,0.223810519
360,0.0,0.0,1.158015324,0.211948563
361,0.0,0.0,1.351707014,0.227211852
362,0.0,0.0,1.312733787,0.231564248
363,0.0,0.0,0.85398863,0.228858788
364,0.0,0.0,1.32226531,0.206458307
365,0.0,0.0,1.193915224,0.2295486
366,0.0,0.0,1.06610865,0.205662301
